"Global.Match.ID","Local.Match.ID","Home.Team.Init","Away.Team.Init","Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Date","Season","Season.Phase","Attendance","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Home.Team.Halftime.Goals","Away.Team.Halftime.Goals","Home.Team.7m.Goals","Away.Team.7m.Goals","HT.Break.Goals","HT.Goalkeepers.Perc","HT.Goalkeepers.Saves","HT.Shots.Acc.Perc","HT.7m.Shots.Acc","AT.Break.Goals","AT.Goalkeepers.Perc","AT.Goalkeepers.Saves","AT.Shots.Acc.Perc","AT.7m.Shots.Acc","Day.Name","Day.Status","Public.Holiday","CT.Broadcast"
1304,166,"PLZ","ZUB","Plzen","Zubrí",16,20,2011-10-08,"2011/2012","RegularPhaseMatch",820,"Michal Hanák, Petr Novák","Martin Šetlík","Stanislav Raizl","Jirí Mika","Ivo Tovaryš",11,9,0,2,100,40.41,508,54.48,71.42,321,49.79,742,57.21,75.99,"Sat","Weekend",0,0
1305,167,"FRM","TRE","Frýdek-Místek","Trebon",29,22,2011-10-09,"2011/2012","RegularPhaseMatch",406,"Pavel Novotný, Petr Samek","Jirí Kekrt","Petr Mazur","Jan Pavlovský","Vladislav Jordák",14,12,6,3,173,38.82,589,53.4,67.36,63,35.65,502,42.24,68.08,"Sun","Weekend",0,0
1306,168,"KAR","HRA","Karviná","Hranice",33,25,2011-10-10,"2011/2012","RegularPhaseMatch",738,"Tomáš Bubenícek, Jan Kosmák","Rastislav Trtík","Roman Farár","Libor Hrabal","Martin Potiška",17,11,4,4,150,47.08,768,59.53,73.39,135,42.72,602,50.93,74.31,"Mon","WorkingDay",0,1
1307,169,"TRE","JIC","Trebon","Jicín",17,32,2011-10-01,"2011/2012","RegularPhaseMatch",100,"Michal Hanák, Petr Novák","Jan Pavlovský","Vladislav Jordák","Aleš Babák","Petr Kyncl",5,15,4,2,63,35.65,502,42.24,68.08,191,39.15,529,53.39,74.75,"Sat","Weekend",0,0
1308,170,"DUK","KAR","Dukla","Karviná",28,21,2011-10-01,"2011/2012","RegularPhaseMatch",164,"Radoslav Kavulic, Libor Skružný","Pavel Pauza","Milan Kotrc","Rastislav Trtík","Roman Farár",15,7,1,3,208,45.04,627,57.35,73.26,150,47.08,768,59.53,73.39,"Sat","Weekend",0,0
1309,171,"BRN","PRE","Brno","Prerov",23,27,2011-10-01,"2011/2012","RegularPhaseMatch",204,"Jirí Opava, Pavel Válek","Jan Hegar","Filip Hruza","Miroslav Frank","Jirí Mužík",13,13,0,8,13,45,752,48.68,71.62,92,35,529,53.49,72.35,"Sat","Weekend",0,0
1310,172,"KOP","FRM","Koprivnice","Frýdek-Místek",26,39,2011-10-01,"2011/2012","RegularPhaseMatch",112,"Jirí Králícek, Milan Letev","Miroslav Barton","Ivo Vávra","Jirí Kekrt","Petr Mazur",12,20,0,1,69,38.75,617,48.23,68.61,173,38.82,589,53.4,67.36,"Sat","Weekend",0,0
1311,173,"ZUB","LOV","Zubrí","Lovosice",24,21,2011-10-02,"2011/2012","RegularPhaseMatch",700,"Jirí Opava, Pavel Válek","Jirí Mika","Ivo Tovaryš","Vojtech Srba","Pavel Haken",11,9,3,1,321,49.79,742,57.21,75.99,151,44.75,640,53.59,68.99,"Sun","Weekend",0,1
1312,174,"HRA","PLZ","Hranice","Plzen",23,23,2011-10-02,"2011/2012","RegularPhaseMatch",280,"Václav Horácek, Jirí Novotný","Libor Hrabal","Martin Potiška","Martin Šetlík","Stanislav Raizl",11,16,1,4,135,42.72,602,50.93,74.31,100,40.41,508,54.48,71.42,"Sun","Weekend",0,0
1313,175,"TRE","BRN","Trebon","Brno",23,23,2011-09-24,"2011/2012","RegularPhaseMatch",250,"Bohumil Bruna, René Vostatek","Jan Pavlovský","Zdenek Kubík","Jan Hegar","Filip Hruza",12,10,3,3,63,35.65,502,42.24,68.08,13,45,752,48.68,71.62,"Sat","Weekend",0,0
1314,176,"LOV","HRA","Lovosice","Hranice",22,27,2011-09-24,"2011/2012","RegularPhaseMatch",585,"Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Libor Hrabal","Martin Potiška",9,16,1,2,151,44.75,640,53.59,68.99,135,42.72,602,50.93,74.31,"Sat","Weekend",0,0
1315,177,"KAR","PRE","Karviná","Prerov",35,26,2011-09-24,"2011/2012","RegularPhaseMatch",683,"Pavel Novotný, Petr Samek","Rastislav Trtík","Roman Farár","Miroslav Frank","Jirí Mužík",18,13,0,1,150,47.08,768,59.53,73.39,92,35,529,53.49,72.35,"Sat","Weekend",0,0
1316,178,"PLZ","DUK","Plzen","Dukla",21,26,2011-09-25,"2011/2012","RegularPhaseMatch",520,"Jirí Opava, Pavel Válek","Martin Šetlík","Milan Šedivec","Pavel Pauza","Milan Kotrc",10,14,1,1,100,40.41,508,54.48,71.42,208,45.04,627,57.35,73.26,"Sun","Weekend",0,0
1317,179,"FRM","ZUB","Frýdek-Místek","Zubrí",24,29,2011-09-25,"2011/2012","RegularPhaseMatch",374,"Václav Horácek, Vangelis Simu","Jirí Kekrt","Petr Mazur","Jirí Mika","Ivo Tovaryš",13,17,1,2,173,38.82,589,53.4,67.36,321,49.79,742,57.21,75.99,"Sun","Weekend",0,0
1318,180,"JIC","KOP","Jicín","Koprivnice",40,28,2011-09-25,"2011/2012","RegularPhaseMatch",450,"Bedrich Frieser, Lukáš Frieser","Aleš Babák","Petr Kyncl","Miroslav Barton","Ivo Vávra",18,10,3,2,191,39.15,529,53.39,74.75,69,38.75,617,48.23,68.61,"Sun","Weekend",0,0
1319,181,"DUK","LOV","Dukla","Lovosice",24,24,2011-09-17,"2011/2012","RegularPhaseMatch",180,"Milan Hájek, Karel Macho","Pavel Pauza","Milan Kotrc","Vojtech Srba","Pavel Haken",15,12,1,3,208,45.04,627,57.35,73.26,151,44.75,640,53.59,68.99,"Sat","Weekend",0,1
1320,182,"KAR","BRN","Karviná","Brno",37,23,2011-09-17,"2011/2012","RegularPhaseMatch",567,"Jirí Vetrovský, Martin Zych","Rastislav Trtík","Roman Farár","Jan Hegar","Filip Hruza",19,13,3,2,150,47.08,768,59.53,73.39,13,45,752,48.68,71.62,"Sat","Weekend",0,0
1321,183,"KOP","TRE","Koprivnice","Trebon",21,20,2011-09-17,"2011/2012","RegularPhaseMatch",300,"Jirí Opava, Pavel Válek","Miroslav Barton","Ivo Vávra","Jan Pavlovský","Vladislav Jordák",14,8,4,1,69,38.75,617,48.23,68.61,63,35.65,502,42.24,68.08,"Sat","Weekend",0,0
1322,184,"PRE","PLZ","Prerov","Plzen",21,22,2011-09-18,"2011/2012","RegularPhaseMatch",213,"Michal Hanák, Petr Novák","Miroslav Frank","Jirí Mužík","Martin Šetlík","Stanislav Raizl",8,12,5,1,92,35,529,53.49,72.35,100,40.41,508,54.48,71.42,"Sun","Weekend",0,0
1323,185,"HRA","FRM","Hranice","Frýdek-Místek",34,31,2011-09-18,"2011/2012","RegularPhaseMatch",150,"Pavel Novotný, Petr Samek","Libor Hrabal","Martin Potiška","Jirí Kekrt","Petr Mazur",13,19,1,3,135,42.72,602,50.93,74.31,173,38.82,589,53.4,67.36,"Sun","Weekend",0,0
1324,186,"ZUB","JIC","Zubrí","Jicín",26,20,2011-09-18,"2011/2012","RegularPhaseMatch",700,"Marek Becicka, Jirí Horák","Jirí Mika","Michal Balhárek","Aleš Babák","Petr Kyncl",12,10,4,1,321,49.79,742,57.21,75.99,191,39.15,529,53.39,74.75,"Sun","Weekend",0,0
1325,187,"TRE","ZUB","Trebon","Zubrí",18,32,2011-09-10,"2011/2012","RegularPhaseMatch",190,"Lubomír Kohout, Vladimír Vaník","Jan Pavlovský","Zdenek Kubík","Jirí Mika","Michal Balhárek",7,14,3,1,63,35.65,502,42.24,68.08,321,49.79,742,57.21,75.99,"Sat","Weekend",0,0
1326,188,"KOP","BRN","Koprivnice","Brno",33,20,2011-09-10,"2011/2012","RegularPhaseMatch",180,"Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Jan Hegar","Filip Hruza",22,9,0,1,69,38.75,617,48.23,68.61,13,45,752,48.68,71.62,"Sat","Weekend",0,0
1327,189,"PLZ","KAR","Plzen","Karviná",21,21,2011-09-11,"2011/2012","RegularPhaseMatch",400,"Radoslav Kavulic, Libor Skružný","Martin Šetlík","Milan Šedivec","Rastislav Trtík","Roman Farár",9,9,2,0,100,40.41,508,54.48,71.42,150,47.08,768,59.53,73.39,"Sun","Weekend",0,0
1328,190,"LOV","PRE","Lovosice","Prerov",28,23,2011-09-11,"2011/2012","RegularPhaseMatch",450,"Bohumil Bruna, René Vostatek","Vojtech Srba","Pavel Haken","Miroslav Frank","Jirí Mužík",11,10,0,1,151,44.75,640,53.59,68.99,92,35,529,53.49,72.35,"Sun","Weekend",0,1
1329,191,"FRM","DUK","Frýdek-Místek","Dukla",20,33,2011-09-11,"2011/2012","RegularPhaseMatch",466,"Pavel Nesvadba, Vangelis Simu","Jirí Kekrt","Petr Mazur","Pavel Pauza","Jan Krouský",8,15,1,3,173,38.82,589,53.4,67.36,208,45.04,627,57.35,73.26,"Sun","Weekend",0,0
1330,192,"JIC","HRA","Jicín","Hranice",24,21,2011-09-11,"2011/2012","RegularPhaseMatch",550,"Petr Halada, Dalibor Pavlát","Aleš Babák","Petr Kyncl","Libor Hrabal","Martin Potiška",12,11,3,4,191,39.15,529,53.39,74.75,135,42.72,602,50.93,74.31,"Sun","Weekend",0,0
1331,1,"HRA","KAR","Hranice","Karviná",23,26,2011-06-03,"2010/2011","1till6placeMatch",150,"Lubomír Kohout, Vladimír Vaník","Libor Hrabal","Šárka Alexová","Martin Kostelník","Roman Farár",13,14,4,0,171,45.53,663,53.78,60.91,149,47.48,765,54.48,73.73,"Fri","WorkingDay",0,0
1332,2,"ZUB","PLZ","Zubrí","Plzen",31,24,2011-06-04,"2010/2011","1till6placeMatch",860,"Pavel Nesvadba, Vangelis Simu","Jirí Mika","Michal Balhárek","Vladimír Haber","Stanislav Raizl",18,14,2,2,285,44.67,633,52.07,80.35,114,41.75,562,54.97,69.13,"Sat","Weekend",0,0
1333,3,"LOV","DUK","Lovosice","Dukla",26,27,2011-06-05,"2010/2011","1till6placeMatch",94616,"Václav Kohout, Petr Novák","Vojtech Srba","Pavel Haken","Pavel Pauza","Jan Krouský",16,15,2,3,148,42.65,613,55.42,71.42,243,44.18,634,57.06,72.91,"Sun","Weekend",0,1
1334,4,"DUK","ZUB","Dukla","Zubrí",31,25,2011-05-28,"2010/2011","1till6placeMatch",340,"Václav Horácek, Jirí Novotný","Pavel Pauza","Milan Kotrc","Jirí Mika","Michal Balhárek",15,11,3,4,243,44.18,634,57.06,72.91,285,44.67,633,52.07,80.35,"Sat","Weekend",0,0
1335,5,"KAR","LOV","Karviná","Lovosice",25,24,2011-05-29,"2010/2011","1till6placeMatch",720,"Radoslav Kavulic, Libor Skružný","Martin Kostelník","Roman Farár","Vojtech Srba","Pavel Haken",14,15,1,1,149,47.48,765,54.48,73.73,148,42.65,613,55.42,71.42,"Sun","Weekend",0,0
1336,6,"PLZ","HRA","Plzen","Hranice",21,20,2011-05-29,"2010/2011","1till6placeMatch",120,"Bedrich Frieser, Lukáš Frieser","Vladimír Haber","Stanislav Raizl","Libor Hrabal","Šárka Alexová",10,10,2,3,114,41.75,562,54.97,69.13,171,45.53,663,53.78,60.91,"Sun","Weekend",0,1
1337,7,"PLZ","DUK","Plzen","Dukla",29,30,2011-05-20,"2010/2011","1till6placeMatch",300,"Dalibor Pavlát, Petr Pešek","Vladimír Haber","Stanislav Raizl","Pavel Pauza","Jan Krouský",13,17,2,4,114,41.75,562,54.97,69.13,243,44.18,634,57.06,72.91,"Fri","WorkingDay",0,0
1338,8,"ZUB","KAR","Zubrí","Karviná",22,21,2011-05-21,"2010/2011","1till6placeMatch",800,"Václav Kohout, Petr Novák","Jirí Mika","Michal Balhárek","Martin Kostelník","Roman Farár",13,9,3,2,285,44.67,633,52.07,80.35,149,47.48,765,54.48,73.73,"Sat","Weekend",0,0
1339,9,"HRA","LOV","Hranice","Lovosice",24,24,2011-05-22,"2010/2011","1till6placeMatch",170,"Václav Horácek, Jirí Novotný","Libor Hrabal","Šárka Alexová","Vojtech Srba","Pavel Haken",12,11,1,3,171,45.53,663,53.78,60.91,148,42.65,613,55.42,71.42,"Sun","Weekend",0,1
1340,10,"DUK","HRA","Dukla","Hranice",25,14,2011-05-14,"2010/2011","1till6placeMatch",230,"Pavel Nesvadba, Vangelis Simu","Pavel Pauza","Milan Kotrc","Libor Hrabal","Šárka Alexová",10,7,5,0,243,44.18,634,57.06,72.91,171,45.53,663,53.78,60.91,"Sat","Weekend",0,0
1341,11,"LOV","ZUB","Lovosice","Zubrí",27,23,2011-05-15,"2010/2011","1till6placeMatch",1054,"Milan Hájek, Karel Macho","Vojtech Srba","Pavel Haken","Jirí Mika","Michal Balhárek",10,11,3,3,148,42.65,613,55.42,71.42,285,44.67,633,52.07,80.35,"Sun","Weekend",0,1
1342,12,"KAR","PLZ","Karviná","Plzen",23,22,2011-05-15,"2010/2011","1till6placeMatch",682,"Michal Hanák, Jan Kosmák","Martin Kostelník","Roman Farár","Vladimír Haber","Stanislav Raizl",14,11,2,2,149,47.48,765,54.48,73.73,114,41.75,562,54.97,69.13,"Sun","Weekend",0,0
1343,13,"DUK","KAR","Dukla","Karviná",28,23,2011-05-07,"2010/2011","1till6placeMatch",240,"Radoslav Kavulic, Libor Skružný","Pavel Pauza","Milan Kotrc","Martin Kostelník","Roman Farár",12,13,0,0,243,44.18,634,57.06,72.91,149,47.48,765,54.48,73.73,"Sat","Weekend",0,0
1344,14,"PLZ","LOV","Plzen","Lovosice",24,24,2011-05-07,"2010/2011","1till6placeMatch",450,"Václav Kohout, Petr Novák","Vladimír Haber","Stanislav Raizl","Vojtech Srba","Pavel Haken",12,11,3,2,114,41.75,562,54.97,69.13,148,42.65,613,55.42,71.42,"Sat","Weekend",0,0
1345,15,"HRA","ZUB","Hranice","Zubrí",27,30,2011-05-08,"2010/2011","1till6placeMatch",290,"Jirí Opava, Pavel Válek","Libor Hrabal","Šárka Alexová","Jirí Mika","Michal Balhárek",11,17,3,2,171,45.53,663,53.78,60.91,285,44.67,633,52.07,80.35,"Sun","Weekend",1,0
1346,16,"DUK","LOV","Dukla","Lovosice",32,31,2011-04-30,"2010/2011","1till6placeMatch",420,"Jirí Opava, Pavel Válek","Pavel Pauza","Milan Kotrc","Vojtech Srba","Pavel Haken",13,12,0,4,243,44.18,634,57.06,72.91,148,42.65,613,55.42,71.42,"Sat","Weekend",0,0
1347,17,"PLZ","ZUB","Plzen","Zubrí",29,25,2011-04-30,"2010/2011","1till6placeMatch",450,"Michal Hanák, Jan Kosmák","Vladimír Haber","Stanislav Raizl","Jirí Mika","Michal Balhárek",14,7,3,4,114,41.75,562,54.97,69.13,285,44.67,633,52.07,80.35,"Sat","Weekend",0,1
1348,18,"KAR","HRA","Karviná","Hranice",24,20,2011-05-01,"2010/2011","1till6placeMatch",660,"Marek Becicka, Jirí Horák","Martin Kostelník","Roman Farár","Jan Hegar","Bretislav Žoch",11,10,0,0,149,47.48,765,54.48,73.73,171,45.53,663,53.78,60.91,"Sun","Weekend",1,0
1349,19,"HRA","PLZ","Hranice","Plzen",25,30,2011-04-22,"2010/2011","1till6placeMatch",180,"Pavel Nesvadba, Vangelis Simu","Jan Hegar","Bretislav Žoch","Vladimír Haber","Stanislav Raizl",12,16,3,1,171,45.53,663,53.78,60.91,114,41.75,562,54.97,69.13,"Fri","WorkingDay",0,0
1350,20,"ZUB","DUK","Zubrí","Dukla",20,21,2011-04-23,"2010/2011","1till6placeMatch",1000,"Milan Hájek, Karel Macho","Jirí Mika","Radim Balhárek","Pavel Pauza","Milan Kotrc",11,11,2,0,285,44.67,633,52.07,80.35,243,44.18,634,57.06,72.91,"Sat","Weekend",0,0
1351,21,"LOV","KAR","Lovosice","Karviná",38,26,2011-04-25,"2010/2011","1till6placeMatch",945,"Václav Horácek, Jirí Novotný","Vojtech Srba","Pavel Haken","Martin Kostelník","Roman Farár",20,9,3,1,148,42.65,613,55.42,71.42,149,47.48,765,54.48,73.73,"Mon","WorkingDay",0,1
1352,22,"LOV","HRA","Lovosice","Hranice",28,21,2011-04-16,"2010/2011","1till6placeMatch",820,"Milan Hájek, Karel Macho","Vojtech Srba","Pavel Haken","Jan Hegar","Bretislav Žoch",13,11,3,2,148,42.65,613,55.42,71.42,171,45.53,663,53.78,60.91,"Sat","Weekend",0,0
1353,23,"DUK","PLZ","Dukla","Plzen",27,23,2011-04-16,"2010/2011","1till6placeMatch",212,"Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Vladimír Haber","Stanislav Raizl",11,9,6,3,243,44.18,634,57.06,72.91,114,41.75,562,54.97,69.13,"Sat","Weekend",0,0
1354,24,"KAR","ZUB","Karviná","Zubrí",25,25,2011-04-17,"2010/2011","1till6placeMatch",892,"Jirí Opava, Pavel Válek","Jozef Hanták","Martin Kostelník","Jirí Mika","Michal Balhárek",16,11,2,1,149,47.48,765,54.48,73.73,285,44.67,633,52.07,80.35,"Sun","Weekend",0,1
1355,25,"PLZ","KAR","Plzen","Karviná",30,25,2011-04-09,"2010/2011","1till6placeMatch",550,"Václav Kohout, Petr Novák","Vladimír Haber","Stanislav Raizl","Jozef Hanták","Martin Kostelník",15,10,2,3,114,41.75,562,54.97,69.13,149,47.48,765,54.48,73.73,"Sat","Weekend",0,0
1356,26,"ZUB","LOV","Zubrí","Lovosice",28,28,2011-04-10,"2010/2011","1till6placeMatch",1000,"Václav Horácek, Jirí Novotný","Jirí Mika","Michal Balhárek","Vojtech Srba","Pavel Haken",15,12,4,4,285,44.67,633,52.07,80.35,148,42.65,613,55.42,71.42,"Sun","Weekend",0,1
1357,27,"HRA","DUK","Hranice","Dukla",23,27,2011-04-10,"2010/2011","1till6placeMatch",270,"Radoslav Kavulic, Libor Skružný","Jan Hegar","Bretislav Žoch","Pavel Pauza","Jan Krouský",11,12,2,2,171,45.53,663,53.78,60.91,243,44.18,634,57.06,72.91,"Sun","Weekend",0,0
1358,28,"LOV","PLZ","Lovosice","Plzen",22,20,2011-04-02,"2010/2011","1till6placeMatch",800,"Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Vladimír Haber","Stanislav Raizl",13,10,1,1,148,42.65,613,55.42,71.42,114,41.75,562,54.97,69.13,"Sat","Weekend",0,0
1359,29,"ZUB","HRA","Zubrí","Hranice",10,0,2011-04-02,"2010/2011","1till6placeMatch",900,"Pavel Nesvadba, Vangelis Simu","Jirí Mika","Michal Balhárek","Jan Hegar","Bretislav Žoch",,,1,0,285,44.67,633,52.07,80.35,171,45.53,663,53.78,60.91,"Sat","Weekend",0,0
1360,30,"KAR","DUK","Karviná","Dukla",26,25,2011-04-03,"2010/2011","1till6placeMatch",785,"Václav Horácek, Jirí Novotný","Jozef Hanták","Martin Kostelník","Pavel Pauza","Jan Krouský",13,12,5,0,149,47.48,765,54.48,73.73,243,44.18,634,57.06,72.91,"Sun","Weekend",0,1
1361,31,"JIC","KOP","Jicín","Koprivnice",29,28,2011-06-01,"2010/2011","7till12placeMatch",210,"Dalibor Pavlát, Petr Pešek","Aleš Babák","Vladimír Bohácek","Miroslav Barton","Ivo Vávra",18,12,3,4,219,40.07,555,50.49,62.4,86,38.33,598,50.02,76.36,"Wed","WorkingDay",0,0
1362,32,"BRN","TRE","Brno","Trebon",31,26,2011-06-04,"2010/2011","7till12placeMatch",195,"Radoslav Kavulic, Libor Skružný","Zdenek Missbach","Zdenek Zima","Jan Pavlovský","Zdenek Kubík",16,11,1,3,76,38.41,665,50.62,79.16,93,36.6,541,47.76,64.6,"Sat","Weekend",0,0
1363,33,"FRM","PRE","Frýdek-Místek","Prerov",32,28,2011-06-05,"2010/2011","7till12placeMatch",315,"Adam Kondelka, David Kondelka","Jirí Kekrt","Petr Mazur","Alois Jurík","Richard Bucek",17,13,3,4,161,41.94,677,53,75.49,88,38.18,619,47.68,70.49,"Sun","Weekend",0,0
1364,34,"PRE","JIC","Prerov","Jicín",28,28,2011-05-27,"2010/2011","7till12placeMatch",52,"Pavel Novotný, Jirí Vetrovský","Alois Jurík","Michal Kavka","Aleš Babák","Vladimír Bohácek",16,11,4,2,88,38.18,619,47.68,70.49,219,40.07,555,50.49,62.4,"Fri","WorkingDay",0,0
1365,35,"TRE","FRM","Trebon","Frýdek-Místek",23,22,2011-05-28,"2010/2011","7till12placeMatch",250,"Lubomír Kohout, Vladimír Vaník","Jan Pavlovský","Zdenek Kubík","Jirí Kekrt","Petr Mazur",12,15,2,0,93,36.6,541,47.76,64.6,161,41.94,677,53,75.49,"Sat","Weekend",0,0
1366,36,"KOP","BRN","Koprivnice","Brno",34,24,2011-05-28,"2010/2011","7till12placeMatch",220,"Petr Halada, Martin Zych","Miroslav Barton","Ivo Vávra","Zdenek Missbach","Tomáš Petr",15,10,5,3,86,38.33,598,50.02,76.36,76,38.41,665,50.62,79.16,"Sat","Weekend",0,0
1367,37,"BRN","FRM","Brno","Frýdek-Místek",40,36,2011-05-21,"2010/2011","7till12placeMatch",125,"Milan Hájek, Karel Macho","Zdenek Missbach","Zdenek Zima","Jirí Kekrt","Petr Mazur",21,22,4,4,76,38.41,665,50.62,79.16,161,41.94,677,53,75.49,"Sat","Weekend",0,0
1368,38,"JIC","TRE","Jicín","Trebon",35,17,2011-05-21,"2010/2011","7till12placeMatch",250,"Marek Becicka, Jirí Horák","Aleš Babák","Vladimír Bohácek","Jan Pavlovský","Zdenek Kubík",15,6,3,0,219,40.07,555,50.49,62.4,93,36.6,541,47.76,64.6,"Sat","Weekend",0,0
1369,39,"KOP","PRE","Koprivnice","Prerov",30,23,2011-05-21,"2010/2011","7till12placeMatch",104,"Michal Hanák, Jan Kosmák","Miroslav Barton","Ivo Vávra","Alois Jurík","Michal Kavka",17,13,3,3,86,38.33,598,50.02,76.36,88,38.18,619,47.68,70.49,"Sat","Weekend",0,0
1370,40,"TRE","KOP","Trebon","Koprivnice",24,20,2011-05-14,"2010/2011","7till12placeMatch",0,"Jirí Opava, Pavel Válek","Jan Pavlovský","Zdenek Kubík","Miroslav Barton","Ivo Vávra",14,8,0,2,93,36.6,541,47.76,64.6,86,38.33,598,50.02,76.36,"Sat","Weekend",0,0
1371,41,"JIC","FRM","Jicín","Frýdek-Místek",27,26,2011-05-14,"2010/2011","7till12placeMatch",452,"Radoslav Kavulic, Libor Skružný","Aleš Babák","Vladimír Bohácek","Jirí Kekrt","Petr Mazur",13,13,0,2,219,40.07,555,50.49,62.4,161,41.94,677,53,75.49,"Sat","Weekend",0,0
1372,42,"PRE","BRN","Prerov","Brno",37,23,2011-05-15,"2010/2011","7till12placeMatch",297,"Adam Kondelka, David Kondelka","Alois Jurík","Michal Kavka","Zdenek Missbach","Josef Cikán",20,13,7,2,88,38.18,619,47.68,70.49,76,38.41,665,50.62,79.16,"Sun","Weekend",0,0
1373,43,"BRN","JIC","Brno","Jicín",32,35,2011-05-07,"2010/2011","7till12placeMatch",181,"Bedrich Frieser, Lukáš Frieser","Zdenek Missbach","Zdenek Zima","Aleš Babák","Vladimír Bohácek",14,13,2,0,76,38.41,665,50.62,79.16,219,40.07,555,50.49,62.4,"Sat","Weekend",0,0
1374,44,"PRE","TRE","Prerov","Trebon",27,23,2011-05-08,"2010/2011","7till12placeMatch",177,"Václav Kohout, Petr Novák","Alois Jurík","Michal Kavka","Jan Pavlovský","Zdenek Kubík",15,12,1,3,88,38.18,619,47.68,70.49,93,36.6,541,47.76,64.6,"Sun","Weekend",1,0
1375,45,"FRM","KOP","Frýdek-Místek","Koprivnice",25,19,2011-05-08,"2010/2011","7till12placeMatch",293,"Pavel Novotný, Jirí Vetrovský","Jirí Kekrt","Petr Mazur","Miroslav Barton","Ivo Vávra",11,9,3,2,161,41.94,677,53,75.49,86,38.33,598,50.02,76.36,"Sun","Weekend",1,0
1376,46,"KOP","JIC","Koprivnice","Jicín",35,24,2011-04-29,"2010/2011","7till12placeMatch",150,"Adam Kondelka, David Kondelka","Miroslav Barton","Ivo Vávra","Aleš Babák","Vladimír Bohácek",13,14,2,3,86,38.33,598,50.02,76.36,219,40.07,555,50.49,62.4,"Fri","WorkingDay",0,0
1377,47,"PRE","FRM","Prerov","Frýdek-Místek",22,35,2011-04-30,"2010/2011","7till12placeMatch",231,"Milan Hájek, Karel Macho","Alois Jurík","Michal Kavka","Jirí Kekrt","Petr Mazur",11,15,5,3,88,38.18,619,47.68,70.49,161,41.94,677,53,75.49,"Sat","Weekend",0,0
1378,48,"TRE","BRN","Trebon","Brno",27,20,2011-04-30,"2010/2011","7till12placeMatch",220,"Marek Becicka, Jirí Horák","Jan Pavlovský","Zdenek Kubík","Zdenek Missbach","Tomáš Petr",11,7,2,3,93,36.6,541,47.76,64.6,76,38.41,665,50.62,79.16,"Sat","Weekend",0,0
1379,49,"JIC","PRE","Jicín","Prerov",28,15,2011-04-13,"2010/2011","7till12placeMatch",200,"Petr Halada, Martin Zych","Aleš Babák","Vladimír Bohácek","Alois Jurík","Michal Kavka",13,9,1,2,219,40.07,555,50.49,62.4,88,38.18,619,47.68,70.49,"Wed","WorkingDay",0,0
1380,50,"BRN","KOP","Brno","Koprivnice",40,31,2011-04-23,"2010/2011","7till12placeMatch",148,"Dalibor Pavlát, Petr Pešek","Zdenek Missbach","Zdenek Zima","Miroslav Barton","Zdenek Kovalák",18,10,2,3,76,38.41,665,50.62,79.16,86,38.33,598,50.02,76.36,"Sat","Weekend",0,0
1381,51,"FRM","TRE","Frýdek-Místek","Trebon",26,24,2011-04-24,"2010/2011","7till12placeMatch",312,"Michal Hanák, Jan Kosmák","Jirí Kekrt","Petr Mazur","Jan Pavlovský","Vladislav Jordák",15,12,3,3,161,41.94,677,53,75.49,93,36.6,541,47.76,64.6,"Sun","Weekend",0,0
1382,52,"TRE","JIC","Trebon","Jicín",26,27,2011-04-16,"2010/2011","7till12placeMatch",0,"Pavel Novotný, Jirí Vetrovský","Jan Pavlovský","Zdenek Kubík","Aleš Babák","Vladimír Bohácek",12,16,5,4,93,36.6,541,47.76,64.6,219,40.07,555,50.49,62.4,"Sat","Weekend",0,0
1383,53,"PRE","KOP","Prerov","Koprivnice",34,27,2011-04-17,"2010/2011","7till12placeMatch",297,"Václav Horácek, Jirí Novotný","Alois Jurík","Michal Kavka","Miroslav Barton","Ivo Vávra",18,13,0,3,88,38.18,619,47.68,70.49,86,38.33,598,50.02,76.36,"Sun","Weekend",0,0
1384,54,"FRM","BRN","Frýdek-Místek","Brno",38,30,2011-04-17,"2010/2011","7till12placeMatch",365,"Marek Becicka, Jirí Horák","Jirí Kekrt","Petr Mazur","Zdenek Missbach","Tomáš Petr",17,11,5,3,161,41.94,677,53,75.49,76,38.41,665,50.62,79.16,"Sun","Weekend",0,0
1385,55,"BRN","PRE","Brno","Prerov",32,31,2011-04-09,"2010/2011","7till12placeMatch",100,"Milan Hájek, Karel Macho","Zdenek Missbach","Zdenek Zima","Alois Jurík","Michal Kavka",16,16,4,5,76,38.41,665,50.62,79.16,88,38.18,619,47.68,70.49,"Sat","Weekend",0,0
1386,56,"KOP","TRE","Koprivnice","Trebon",28,22,2011-04-09,"2010/2011","7till12placeMatch",400,"Radoslav Kavulic, Libor Skružný","Miroslav Barton","Ivo Vávra","Jan Pavlovský","Zdenek Kubík",13,11,3,5,86,38.33,598,50.02,76.36,93,36.6,541,47.76,64.6,"Sat","Weekend",0,0
