"Global.Match.ID","Local.Match.ID","Home.Team.Init","Away.Team.Init","Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Date","Season","Season.Phase","Attendance","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Home.Team.Halftime.Goals","Away.Team.Halftime.Goals","Home.Team.7m.Goals","Away.Team.7m.Goals","HT.Break.Goals","HT.Goalkeepers.Perc","HT.Goalkeepers.Saves","HT.Shots.Acc.Perc","HT.7m.Shots.Acc","AT.Break.Goals","AT.Goalkeepers.Perc","AT.Goalkeepers.Saves","AT.Shots.Acc.Perc","AT.7m.Shots.Acc","Day.Name","Day.Status","Public.Holiday","CT.Broadcast"
898,112,"KOP","DUK","Koprivnice","Dukla",26,26,2013-12-07,"2013/2014","RegularPhaseMatch",320,"Luboš Pavlícek, Rostislav Tokoš","Jaromír Petrek","Ivo Vávra","Pavel Pauza","Jirí Kotrc",12,12,6,2,164,40.92,683,51.37,72.56,192,43.35,597,54.02,69.56,"Sat","Weekend",0,0
899,113,"HRA","ZLN","Hranice","Zlín",31,22,2013-12-08,"2013/2014","RegularPhaseMatch",240,"Radoslav Kavulic, Libor Skružný","Libor Hrabal","Martin Schober","Andrej Titkov","Petr Novák",20,6,1,3,95,47.17,735,61.06,87.77,115,37.47,516,49.78,62.36,"Sun","Weekend",0,0
900,114,"LOV","PLZ","Lovosice","Plzen",18,22,2013-12-10,"2013/2014","RegularPhaseMatch",1101,"Michal Hanák, Petr Novák","Andrea Reznícková","Pavel Haken","Martin Šetlík","Stanislav Raizl",11,11,2,0,114,42.17,585,54.04,69.81,115,43.57,532,55.35,68.53,"Tue","WorkingDay",0,0
901,115,"PLZ","KOP","Plzen","Koprivnice",36,25,2013-11-30,"2013/2014","RegularPhaseMatch",280,"Bohumil Bruna, Petr Halada","Martin Šetlík","Stanislav Raizl","Jaromír Petrek","Ivo Vávra",16,10,3,4,115,43.57,532,55.35,68.53,164,40.92,683,51.37,72.56,"Sat","Weekend",0,0
902,116,"LOV","ZLN","Lovosice","Zlín",24,21,2013-11-30,"2013/2014","RegularPhaseMatch",820,"Martin Kosa, Pavel Švidernoch","Andrea Reznícková","Pavel Haken","Andrej Titkov","Petr Novák",14,8,5,0,114,42.17,585,54.04,69.81,115,37.47,516,49.78,62.36,"Sat","Weekend",0,0
903,117,"DUK","JIC","Dukla","Jicín",29,23,2013-11-30,"2013/2014","RegularPhaseMatch",280,"Marek Becicka, Jirí Horák","Pavel Pauza","Jirí Kotrc","Aleš Babák","Petr Kyncl",15,11,1,4,192,43.35,597,54.02,69.56,118,40.34,512,50.62,77.39,"Sat","Weekend",0,0
904,118,"KAR","ZUB","Karviná","Zubrí",26,28,2013-12-01,"2013/2014","RegularPhaseMatch",650,"Václav Horácek, Jirí Novotný","Marek Michalisko","Radek Gumolka","Aleš Korínek","Michal Balhárek",13,13,1,6,133,42.42,613,55.44,72.64,225,38.03,537,56.21,70.08,"Sun","Weekend",0,0
905,119,"FRM","PRE","Frýdek-Místek","Prerov",42,29,2013-12-01,"2013/2014","RegularPhaseMatch",465,"Tomáš Bubenícek, Jan Kosmák","Aleš Chrastina","Petr Mazur","Jirí Závodník","Richard Bucek",17,14,5,4,97,41.47,608,50.26,74.4,144,36.56,570,54.51,75.42,"Sun","Weekend",0,0
906,120,"BRN","HRA","KP Brno","Hranice",24,26,2013-12-01,"2013/2014","RegularPhaseMatch",620,"Michal Hanák, Petr Novák","Jan Hegar","Zdenek Zima","Libor Hrabal","Karel Magrla",13,10,2,4,122,44.4,651,53.41,83.48,95,47.17,735,61.06,87.77,"Sun","Weekend",0,0
907,121,"LOV","BRN","Lovosice","KP Brno",21,16,2013-11-23,"2013/2014","RegularPhaseMatch",690,"Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Jan Hegar","Zdenek Zima",11,5,1,0,114,42.17,585,54.04,69.81,122,44.4,651,53.41,83.48,"Sat","Weekend",0,0
908,122,"KOP","JIC","Koprivnice","Jicín",16,22,2013-11-23,"2013/2014","RegularPhaseMatch",350,"Jirí Králícek, Milan Letev","Jaromír Petrek","Ivo Vávra","Aleš Babák","Petr Kyncl",10,16,1,2,164,40.92,683,51.37,72.56,118,40.34,512,50.62,77.39,"Sat","Weekend",0,0
909,123,"PLZ","ZLN","Plzen","Zlín",20,17,2013-11-23,"2013/2014","RegularPhaseMatch",350,"Jirí Vetrovský, Martin Zych","Martin Šetlík","Stanislav Raizl","Andrej Titkov","Petr Novák",8,7,1,2,115,43.57,532,55.35,68.53,115,37.47,516,49.78,62.36,"Sat","Weekend",0,0
910,124,"ZUB","DUK","Zubrí","Dukla",23,29,2013-11-24,"2013/2014","RegularPhaseMatch",600,"Václav Horácek, Jirí Novotný","Aleš Korínek","Michal Balhárek","Pavel Pauza","Jirí Kotrc",16,13,4,4,225,38.03,537,56.21,70.08,192,43.35,597,54.02,69.56,"Sun","Weekend",0,0
911,125,"PRE","KAR","Prerov","Karviná",33,28,2013-11-24,"2013/2014","RegularPhaseMatch",210,"Marek Becicka, Jirí Horák","Jirí Závodník","Richard Bucek","Marek Michalisko","Radek Gumolka",18,15,4,3,144,36.56,570,54.51,75.42,133,42.42,613,55.44,72.64,"Sun","Weekend",0,0
912,126,"HRA","FRM","Hranice","Frýdek-Místek",31,32,2013-11-24,"2013/2014","RegularPhaseMatch",210,"Jirí Opava, Pavel Válek","Libor Hrabal","Martin Schober","Aleš Chrastina","Petr Mazur",13,16,3,3,95,47.17,735,61.06,87.77,97,41.47,608,50.26,74.4,"Sun","Weekend",0,0
913,127,"LOV","FRM","Lovosice","Frýdek-Místek",33,25,2013-11-16,"2013/2014","RegularPhaseMatch",700,"Bohumil Bruna, Petr Halada","Andrea Reznícková","Pavel Haken","Aleš Chrastina","Petr Mazur",17,11,2,3,114,42.17,585,54.04,69.81,97,41.47,608,50.26,74.4,"Sat","Weekend",0,0
914,128,"ZUB","JIC","Zubrí","Jicín",22,24,2013-11-16,"2013/2014","RegularPhaseMatch",600,"Bedrich Frieser, Lukáš Frieser","Aleš Korínek","Michal Balhárek","Aleš Babák","Petr Kyncl",9,13,3,1,225,38.03,537,56.21,70.08,118,40.34,512,50.62,77.39,"Sat","Weekend",0,0
915,129,"PRE","DUK","Prerov","Dukla",26,30,2013-11-17,"2013/2014","RegularPhaseMatch",185,"Jirí Králícek, Petr Novák","Jirí Závodník","Jirí Mužík","Pavel Pauza","Jirí Kotrc",15,16,2,7,144,36.56,570,54.51,75.42,192,43.35,597,54.02,69.56,"Sun","Weekend",1,0
916,130,"HRA","KAR","Hranice","Karviná",27,31,2013-11-17,"2013/2014","RegularPhaseMatch",280,"Michal Hanák, Petr Novák","Libor Hrabal","Martin Schober","Marek Michalisko","Radek Gumolka",13,16,1,0,95,47.17,735,61.06,87.77,133,42.42,613,55.44,72.64,"Sun","Weekend",1,0
917,131,"PLZ","BRN","Plzen","KP Brno",30,18,2013-11-17,"2013/2014","RegularPhaseMatch",280,"Dalibor Pavlát, Ludek Tocík","Martin Šetlík","Stanislav Raizl","Jan Hegar","Gabriela Topinková",15,10,2,3,115,43.57,532,55.35,68.53,122,44.4,651,53.41,83.48,"Sun","Weekend",1,0
918,132,"ZLN","KOP","Zlín","Koprivnice",34,22,2013-11-17,"2013/2014","RegularPhaseMatch",720,"Tomáš Kozler, Vladimír Vaník","Andrej Titkov","Petr Novák","Jaromír Petrek","Ivo Vávra",18,10,0,0,115,37.47,516,49.78,62.36,164,40.92,683,51.37,72.56,"Sun","Weekend",1,0
919,133,"DUK","HRA","Dukla","Hranice",33,22,2013-11-09,"2013/2014","RegularPhaseMatch",220,"Milan Hájek, Karel Macho","Pavel Pauza","Jirí Kotrc","Libor Hrabal","Karel Magrla",13,12,4,0,192,43.35,597,54.02,69.56,95,47.17,735,61.06,87.77,"Sat","Weekend",0,0
920,134,"BRN","ZLN","KP Brno","Zlín",38,19,2013-11-09,"2013/2014","RegularPhaseMatch",420,"Luboš Pavlícek, Rostislav Tokoš","Jan Hegar","Zdenek Zima","Andrej Titkov","Petr Novák",22,7,5,2,122,44.4,651,53.41,83.48,115,37.47,516,49.78,62.36,"Sat","Weekend",0,0
921,135,"JIC","PRE","Jicín","Prerov",37,21,2013-11-09,"2013/2014","RegularPhaseMatch",530,"Jirí Opava, Pavel Válek","Aleš Babák","Petr Kyncl","Jirí Závodník","Mojmír Valášek",19,10,2,0,118,40.34,512,50.62,77.39,144,36.56,570,54.51,75.42,"Sat","Weekend",0,0
922,136,"KOP","ZUB","Koprivnice","Zubrí",23,30,2013-11-09,"2013/2014","RegularPhaseMatch",420,"Dalibor Pavlát, Ludek Tocík","Jaromír Petrek","Ivo Vávra","Aleš Korínek","Michal Balhárek",14,13,3,4,164,40.92,683,51.37,72.56,225,38.03,537,56.21,70.08,"Sat","Weekend",0,0
923,137,"KAR","LOV","Karviná","Lovosice",22,27,2013-11-10,"2013/2014","RegularPhaseMatch",386,"Václav Horácek, Jirí Novotný","Marek Michalisko","Petr Raszyk","Vojtech Srba","Václav Bruža",10,11,1,2,133,42.42,613,55.44,72.64,114,42.17,585,54.04,69.81,"Sun","Weekend",0,0
924,138,"FRM","PLZ","Frýdek-Místek","Plzen",16,27,2013-11-10,"2013/2014","RegularPhaseMatch",425,"Marek Becicka, Jirí Horák","Aleš Chrastina","Petr Mazur","Martin Šetlík","Stanislav Raizl",7,15,1,1,97,41.47,608,50.26,74.4,115,43.57,532,55.35,68.53,"Sun","Weekend",0,0
925,139,"PLZ","KAR","Plzen","Karviná",30,27,2013-10-23,"2013/2014","RegularPhaseMatch",150,"Michal Hanák, Petr Novák","Martin Šetlík","Stanislav Raizl","Marek Michalisko","Petr Raszyk",14,14,3,2,115,43.57,532,55.35,68.53,133,42.42,613,55.44,72.64,"Wed","WorkingDay",0,0
926,140,"BRN","KOP","KP Brno","Koprivnice",33,29,2013-10-26,"2013/2014","RegularPhaseMatch",419,"Marek Becicka, Jirí Horák","Lumír Zátopek","Zdenek Zima","Jaromír Petrek","Ivo Vávra",17,17,4,4,122,44.4,651,53.41,83.48,164,40.92,683,51.37,72.56,"Sat","Weekend",0,0
927,141,"LOV","DUK","Lovosice","Dukla",31,26,2013-10-27,"2013/2014","RegularPhaseMatch",750,"Václav Horácek, Jirí Novotný","Andrea Reznícková","Pavel Haken","Pavel Pauza","Milan Kotrc",13,10,4,5,114,42.17,585,54.04,69.81,192,43.35,597,54.02,69.56,"Sun","Weekend",0,0
928,142,"PRE","ZUB","Prerov","Zubrí",22,38,2013-10-27,"2013/2014","RegularPhaseMatch",130,"Martin Kosa, Pavel Švidernoch","Jirí Závodník","Mojmír Valášek","Aleš Korínek","Michal Balhárek",13,16,3,2,144,36.56,570,54.51,75.42,225,38.03,537,56.21,70.08,"Sun","Weekend",0,0
929,143,"HRA","JIC","Hranice","Jicín",22,29,2013-10-27,"2013/2014","RegularPhaseMatch",325,"Jirí Opava, Pavel Válek","Libor Hrabal","Martin Schober","Aleš Babák","Petr Kyncl",11,17,3,3,95,47.17,735,61.06,87.77,118,40.34,512,50.62,77.39,"Sun","Weekend",0,0
930,144,"ZLN","FRM","Zlín","Frýdek-Místek",24,28,2013-10-27,"2013/2014","RegularPhaseMatch",850,"Bohumil Bruna, Petr Halada","Andrej Titkov","Petr Novák","Aleš Chrastina","Petr Mazur",10,15,1,2,115,37.47,516,49.78,62.36,97,41.47,608,50.26,74.4,"Sun","Weekend",0,0
931,145,"JIC","LOV","Jicín","Lovosice",26,24,2013-10-16,"2013/2014","RegularPhaseMatch",587,"Radoslav Kavulic, Libor Skružný","Aleš Babák","Petr Kyncl","Vojtech Srba","Pavel Haken",12,11,1,2,118,40.34,512,50.62,77.39,114,42.17,585,54.04,69.81,"Wed","WorkingDay",0,0
932,146,"DUK","PLZ","Dukla","Plzen",25,27,2013-10-19,"2013/2014","RegularPhaseMatch",220,"Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Martin Šetlík","Stanislav Raizl",12,17,3,4,192,43.35,597,54.02,69.56,115,43.57,532,55.35,68.53,"Sat","Weekend",0,0
933,147,"KOP","PRE","Koprivnice","Prerov",34,31,2013-10-19,"2013/2014","RegularPhaseMatch",420,"Bohumil Bruna, Petr Halada","Jaromír Petrek","Ivo Vávra","Jirí Závodník","Jirí Mužík",18,15,3,1,164,40.92,683,51.37,72.56,144,36.56,570,54.51,75.42,"Sat","Weekend",0,0
934,148,"ZUB","HRA","Zubrí","Hranice",29,33,2013-10-20,"2013/2014","RegularPhaseMatch",800,"Michal Hanák, Petr Novák","Miroslav Celic","Michal Balhárek","Libor Hrabal","Karel Magrla",13,16,3,2,225,38.03,537,56.21,70.08,95,47.17,735,61.06,87.77,"Sun","Weekend",0,0
935,149,"KAR","ZLN","Karviná","Zlín",25,23,2013-10-20,"2013/2014","RegularPhaseMatch",680,"Tomáš Bubenícek, Jan Kosmák","Marek Michalisko","Radek Gumolka","Andrej Titkov","Petr Novák",11,12,1,0,133,42.42,613,55.44,72.64,115,37.47,516,49.78,62.36,"Sun","Weekend",0,0
936,150,"FRM","BRN","Frýdek-Místek","KP Brno",19,20,2013-10-20,"2013/2014","RegularPhaseMatch",486,"Luboš Pavlícek, Rostislav Tokoš","Aleš Chrastina","Petr Mazur","Jan Hegar","Gabriela Topinková",9,10,1,3,97,41.47,608,50.26,74.4,122,44.4,651,53.41,83.48,"Sun","Weekend",0,0
937,151,"PLZ","JIC","Plzen","Jicín",23,19,2013-10-09,"2013/2014","RegularPhaseMatch",130,"Bedrich Frieser, Lukáš Frieser","Martin Šetlík","Stanislav Raizl","Aleš Babák","Petr Kyncl",13,10,3,3,115,43.57,532,55.35,68.53,118,40.34,512,50.62,77.39,"Wed","WorkingDay",0,0
938,152,"LOV","ZUB","Lovosice","Zubrí",36,31,2013-10-12,"2013/2014","RegularPhaseMatch",910,"Milan Hájek, Karel Macho","Andrea Reznícková","Pavel Haken","Miroslav Celic","Michal Balhárek",19,11,4,3,114,42.17,585,54.04,69.81,225,38.03,537,56.21,70.08,"Sat","Weekend",0,0
939,153,"BRN","KAR","KP Brno","Karviná",29,26,2013-10-12,"2013/2014","RegularPhaseMatch",422,"Radoslav Kavulic, Libor Skružný","Jan Hegar","Filip Hruza","Marek Michalisko","Radek Gumolka",16,15,4,2,122,44.4,651,53.41,83.48,133,42.42,613,55.44,72.64,"Sat","Weekend",0,0
940,154,"HRA","PRE","Hranice","Prerov",24,21,2013-10-13,"2013/2014","RegularPhaseMatch",270,"Luboš Pavlícek, Rostislav Tokoš","Libor Hrabal","Martin Schober","Jirí Závodník","Mojmír Valášek",11,11,2,1,95,47.17,735,61.06,87.77,144,36.56,570,54.51,75.42,"Sun","Weekend",0,0
941,155,"ZLN","DUK","Zlín","Dukla",27,22,2013-10-13,"2013/2014","RegularPhaseMatch",800,"Václav Horácek, Jirí Novotný","Andrej Titkov","Petr Novák","Pavel Pauza","Milan Kotrc",11,11,5,3,115,37.47,516,49.78,62.36,192,43.35,597,54.02,69.56,"Sun","Weekend",0,0
942,156,"FRM","KOP","Frýdek-Místek","Koprivnice",24,18,2013-10-13,"2013/2014","RegularPhaseMatch",510,"Marek Becicka, Jirí Horák","Aleš Chrastina","Petr Mazur","Jaromír Petrek","Ivo Vávra",10,9,2,2,97,41.47,608,50.26,74.4,164,40.92,683,51.37,72.56,"Sun","Weekend",0,0
943,157,"PRE","LOV","Prerov","Lovosice",21,30,2013-10-05,"2013/2014","RegularPhaseMatch",75,"Dalibor Pavlát, Ludek Tocík","Jirí Závodník","Richard Bucek","Vojtech Srba","Pavel Haken",11,13,1,2,144,36.56,570,54.51,75.42,114,42.17,585,54.04,69.81,"Sat","Weekend",0,0
944,158,"JIC","ZLN","Jicín","Zlín",24,20,2013-10-05,"2013/2014","RegularPhaseMatch",440,"Jirí Vetrovský, Martin Zych","Aleš Babák","Petr Kyncl","Andrej Titkov","Petr Novák",11,8,5,2,118,40.34,512,50.62,77.39,115,37.47,516,49.78,62.36,"Sat","Weekend",0,0
945,159,"ZUB","PLZ","Zubrí","Plzen",21,31,2013-10-05,"2013/2014","RegularPhaseMatch",586,"Václav Horácek, Jirí Novotný","Miroslav Celic","Michal Balhárek","Martin Šetlík","Stanislav Raizl",14,13,1,4,225,38.03,537,56.21,70.08,115,43.57,532,55.35,68.53,"Sat","Weekend",0,0
946,160,"KOP","HRA","Koprivnice","Hranice",28,34,2013-10-05,"2013/2014","RegularPhaseMatch",342,"Martin Kosa, Pavel Švidernoch","Jaromír Petrek","Ivo Vávra","Libor Hrabal","Martin Schober",13,16,1,3,164,40.92,683,51.37,72.56,95,47.17,735,61.06,87.77,"Sat","Weekend",0,0
947,161,"DUK","BRN","Dukla","KP Brno",27,24,2013-10-05,"2013/2014","RegularPhaseMatch",125,"Tomáš Kozler, Vladimír Vaník","Pavel Pauza","Milan Kotrc","Jan Hegar","Gabriela Topinková",15,12,2,1,192,43.35,597,54.02,69.56,122,44.4,651,53.41,83.48,"Sat","Weekend",0,0
948,162,"KAR","FRM","Karviná","Frýdek-Místek",28,23,2013-10-06,"2013/2014","RegularPhaseMatch",729,"Jirí Králícek, Milan Letev","Marek Michalisko","Radek Gumolka","Aleš Chrastina","Petr Mazur",17,13,4,1,133,42.42,613,55.44,72.64,97,41.47,608,50.26,74.4,"Sun","Weekend",0,0
949,163,"PRE","PLZ","Prerov","Plzen",22,30,2013-09-27,"2013/2014","RegularPhaseMatch",125,"Jirí Králícek, Milan Letev","Jirí Závodník","Jirí Mužík","Martin Šetlík","Stanislav Raizl",9,11,4,3,144,36.56,570,54.51,75.42,115,43.57,532,55.35,68.53,"Fri","WorkingDay",0,0
950,164,"LOV","HRA","Lovosice","Hranice",33,26,2013-09-28,"2013/2014","RegularPhaseMatch",750,"Tomáš Kozler, Vladimír Vaník","Andrea Reznícková","Pavel Haken","Libor Hrabal","Karel Magrla",13,14,5,4,114,42.17,585,54.04,69.81,95,47.17,735,61.06,87.77,"Sat","Weekend",1,0
951,165,"KAR","KOP","Karviná","Koprivnice",36,30,2013-09-29,"2013/2014","RegularPhaseMatch",531,"Václav Horácek, Jirí Novotný","Marek Michalisko","Radek Gumolka","Jaromír Petrek","Ivo Vávra",21,18,2,2,133,42.42,613,55.44,72.64,164,40.92,683,51.37,72.56,"Sun","Weekend",0,0
952,166,"ZLN","ZUB","Zlín","Zubrí",28,21,2013-09-29,"2013/2014","RegularPhaseMatch",750,"Tomáš Bubenícek, Jan Kosmák","Andrej Titkov","Petr Novák","Miroslav Celic","Michal Balhárek",12,9,2,2,115,37.47,516,49.78,62.36,225,38.03,537,56.21,70.08,"Sun","Weekend",0,0
953,167,"FRM","DUK","Frýdek-Místek","Dukla",33,26,2013-09-29,"2013/2014","RegularPhaseMatch",640,"Martin Kosa, Pavel Švidernoch","Aleš Chrastina","Petr Mazur","Pavel Pauza","Milan Kotrc",13,18,5,2,97,41.47,608,50.26,74.4,192,43.35,597,54.02,69.56,"Sun","Weekend",0,0
954,168,"BRN","JIC","KP Brno","Jicín",25,21,2013-09-29,"2013/2014","RegularPhaseMatch",120,"Milan Hájek, Karel Macho","Jan Hegar","Zdenek Zima","Aleš Babák","Petr Kyncl",12,12,3,3,122,44.4,651,53.41,83.48,118,40.34,512,50.62,77.39,"Sun","Weekend",0,0
955,169,"KOP","LOV","Koprivnice","Lovosice",28,36,2013-09-25,"2013/2014","RegularPhaseMatch",300,"Jirí Králícek, Milan Letev","Jaromír Petrek","Ivo Vávra","Vojtech Srba","Pavel Haken",13,21,6,1,164,40.92,683,51.37,72.56,114,42.17,585,54.04,69.81,"Wed","WorkingDay",0,0
956,170,"JIC","FRM","Jicín","Frýdek-Místek",28,29,2013-09-25,"2013/2014","RegularPhaseMatch",570,"Dalibor Pavlát, Ludek Tocík","Aleš Babák","Petr Kyncl","Aleš Chrastina","Petr Mazur",14,13,4,1,118,40.34,512,50.62,77.39,97,41.47,608,50.26,74.4,"Wed","WorkingDay",0,0
957,171,"ZUB","BRN","Zubrí","KP Brno",30,25,2013-09-25,"2013/2014","RegularPhaseMatch",650,"Marek Becicka, Jirí Horák","Miroslav Celic","Michal Balhárek","Jan Hegar","Zdenek Zima",17,14,3,4,225,38.03,537,56.21,70.08,122,44.4,651,53.41,83.48,"Wed","WorkingDay",0,0
958,172,"PRE","ZLN","Prerov","Zlín",24,28,2013-09-25,"2013/2014","RegularPhaseMatch",185,"Václav Horácek, Jirí Novotný","Jirí Závodník","Jirí Mužík","Andrej Titkov","Petr Novák",14,11,4,1,144,36.56,570,54.51,75.42,115,37.47,516,49.78,62.36,"Wed","WorkingDay",0,0
959,173,"HRA","PLZ","Hranice","Plzen",24,22,2013-09-25,"2013/2014","RegularPhaseMatch",260,"Michal Hanák, Petr Novák","Libor Hrabal","Martin Schober","Martin Šetlík","Stanislav Raizl",8,9,2,0,95,47.17,735,61.06,87.77,115,43.57,532,55.35,68.53,"Wed","WorkingDay",0,0
960,174,"DUK","KAR","Dukla","Karviná",27,25,2013-09-25,"2013/2014","RegularPhaseMatch",130,"Radoslav Kavulic, Libor Skružný","Pavel Pauza","Milan Kotrc","Marek Michalisko","Zdenek Mrózek",12,13,3,0,192,43.35,597,54.02,69.56,133,42.42,613,55.44,72.64,"Wed","WorkingDay",0,0
961,175,"BRN","PRE","KP Brno","Prerov",30,28,2013-09-18,"2013/2014","RegularPhaseMatch",418,"Jirí Vetrovský, Martin Zych","Jan Hegar","Zdenek Zima","Jirí Závodník","Richard Bucek",13,16,5,2,122,44.4,651,53.41,83.48,144,36.56,570,54.51,75.42,"Wed","WorkingDay",0,0
962,176,"PLZ","LOV","Plzen","Lovosice",19,21,2013-09-21,"2013/2014","RegularPhaseMatch",200,"Tomáš Bubenícek, Jan Kosmák","Martin Šetlík","Stanislav Raizl","Vladimír Šuma","Pavel Haken",9,9,2,3,115,43.57,532,55.35,68.53,114,42.17,585,54.04,69.81,"Sat","Weekend",0,0
963,177,"DUK","KOP","Dukla","Koprivnice",35,25,2013-09-21,"2013/2014","RegularPhaseMatch",120,"Dalibor Pavlát, Ludek Tocík","Pavel Pauza","Milan Kotrc","Jaromír Petrek","Ivo Vávra",19,11,2,1,192,43.35,597,54.02,69.56,164,40.92,683,51.37,72.56,"Sat","Weekend",0,0
964,178,"KAR","JIC","Karviná","Jicín",23,20,2013-09-22,"2013/2014","RegularPhaseMatch",705,"Marek Becicka, Jirí Horák","Marek Michalisko","Radek Gumolka","Aleš Babák","Petr Kyncl",13,8,1,4,133,42.42,613,55.44,72.64,118,40.34,512,50.62,77.39,"Sun","Weekend",0,0
965,179,"ZLN","HRA","Zlín","Hranice",28,31,2013-09-22,"2013/2014","RegularPhaseMatch",650,"Martin Kosa, Pavel Švidernoch","Andrej Titkov","Petr Novák","Libor Hrabal","Karel Magrla",13,15,2,2,115,37.47,516,49.78,62.36,95,47.17,735,61.06,87.77,"Sun","Weekend",0,0
966,180,"FRM","ZUB","Frýdek-Místek","Zubrí",26,25,2013-09-22,"2013/2014","RegularPhaseMatch",460,"Jirí Králícek, Milan Letev","Aleš Chrastina","Petr Mazur","Miroslav Celic","Michal Balhárek",10,13,4,0,97,41.47,608,50.26,74.4,225,38.03,537,56.21,70.08,"Sun","Weekend",0,0
967,181,"ZUB","KAR","Zubrí","Karviná",28,27,2013-09-14,"2013/2014","RegularPhaseMatch",800,"Václav Horácek, Jirí Novotný","Miroslav Celic","Michal Balhárek","Marek Michalisko","Roman Farár",16,15,3,3,225,38.03,537,56.21,70.08,133,42.42,613,55.44,72.64,"Sat","Weekend",0,0
968,182,"KOP","PLZ","Koprivnice","Plzen",24,24,2013-09-14,"2013/2014","RegularPhaseMatch",480,"Luboš Pavlícek, Rostislav Tokoš","Jaromír Petrek","Ivo Vávra","Martin Šetlík","Stanislav Raizl",12,11,1,2,164,40.92,683,51.37,72.56,115,43.57,532,55.35,68.53,"Sat","Weekend",0,0
969,183,"PRE","FRM","Prerov","Frýdek-Místek",29,26,2013-09-15,"2013/2014","RegularPhaseMatch",178,"Radoslav Kavulic, Libor Skružný","Jirí Závodník","Richard Bucek","Aleš Chrastina","Petr Mazur",15,11,2,7,144,36.56,570,54.51,75.42,97,41.47,608,50.26,74.4,"Sun","Weekend",0,0
970,184,"HRA","BRN","Hranice","KP Brno",29,23,2013-09-15,"2013/2014","RegularPhaseMatch",350,"Tomáš Kozler, Vladimír Vaník","Libor Hrabal","Martin Schober","Jan Hegar","Zdenek Zima",16,10,4,2,95,47.17,735,61.06,87.77,122,44.4,651,53.41,83.48,"Sun","Weekend",0,0
971,185,"ZLN","LOV","Zlín","Lovosice",17,27,2013-09-15,"2013/2014","RegularPhaseMatch",480,"Jirí Vetrovský, Martin Zych","Andrej Titkov","Petr Novák","Vojtech Srba","Pavel Haken",9,13,1,4,115,37.47,516,49.78,62.36,114,42.17,585,54.04,69.81,"Sun","Weekend",0,0
972,186,"JIC","DUK","Jicín","Dukla",21,17,2013-09-15,"2013/2014","RegularPhaseMatch",620,"Michal Hanák, Petr Novák","Aleš Babák","Petr Kyncl","Pavel Pauza","Milan Kotrc",12,5,0,0,118,40.34,512,50.62,77.39,192,43.35,597,54.02,69.56,"Sun","Weekend",0,0
973,187,"JIC","KOP","Jicín","Koprivnice",32,21,2013-09-04,"2013/2014","RegularPhaseMatch",580,"Bedrich Frieser, Lukáš Frieser","Aleš Babák","Petr Kyncl","Jaromír Petrek","Ivo Vávra",15,7,1,4,118,40.34,512,50.62,77.39,164,40.92,683,51.37,72.56,"Wed","WorkingDay",0,0
974,188,"DUK","ZUB","Dukla","Zubrí",32,24,2013-09-07,"2013/2014","RegularPhaseMatch",210,"Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Miroslav Celic","Michal Balhárek",16,11,2,0,192,43.35,597,54.02,69.56,225,38.03,537,56.21,70.08,"Sat","Weekend",0,0
975,189,"KAR","PRE","Karviná","Prerov",27,22,2013-09-08,"2013/2014","RegularPhaseMatch",400,"Martin Kosa, Pavel Švidernoch","Marek Michalisko","Radek Gumolka","Jirí Závodník","Richard Bucek",7,9,2,3,133,42.42,613,55.44,72.64,144,36.56,570,54.51,75.42,"Sun","Weekend",0,0
976,190,"BRN","LOV","KP Brno","Lovosice",25,24,2013-09-08,"2013/2014","RegularPhaseMatch",450,"Michal Hanák, Petr Novák","Jan Hegar","Zdenek Zima","Vladimír Šuma","Pavel Haken",15,15,6,0,122,44.4,651,53.41,83.48,114,42.17,585,54.04,69.81,"Sun","Weekend",0,0
977,191,"ZLN","PLZ","Zlín","Plzen",23,25,2013-09-08,"2013/2014","RegularPhaseMatch",650,"Bedrich Frieser, Lukáš Frieser","Andrej Titkov","Petr Novák","Martin Šetlík","Stanislav Raizl",9,15,1,1,115,37.47,516,49.78,62.36,115,43.57,532,55.35,68.53,"Sun","Weekend",0,0
978,192,"FRM","HRA","Frýdek-Místek","Hranice",27,32,2013-09-08,"2013/2014","RegularPhaseMatch",421,"Marek Becicka, Jirí Horák","Aleš Chrastina","Petr Mazur","Libor Hrabal","Martin Schober",15,16,2,3,97,41.47,608,50.26,74.4,95,47.17,735,61.06,87.77,"Sun","Weekend",0,0
979,1,"LOV","DUK","Lovosice","Dukla",29,24,2013-05-25,"2012/2013","1till6placeMatch",645,"Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Pavel Pauza","Milan Kotrc",16,9,1,5,133,39.45,488,52.17,70.32,185,44.88,575,54.5,70.52,"Sat","Weekend",0,1
