"Global.Match.ID","Local.Match.ID","Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Attendance","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Season.Phase","Season","CT.Broadcast","Home.Team.Halftime.Goals","Away.Team.Halftime.Goals","Home.Team.7m.Goals","Away.Team.7m.Goals"
954,168,"KP Brno","Jicín",25,21,2013-09-29,120,"Milan Hájek, Karel Macho","Jan Hegar","Zdenek Zima","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2013/2014",0,12,12,3,3
955,169,"Koprivnice","Lovosice",28,36,2013-09-25,300,"Jirí Králícek, Milan Letev","Jaromír Petrek","Ivo Vávra","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2013/2014",0,13,21,6,1
956,170,"Jicín","Frýdek-Místek",28,29,2013-09-25,570,"Dalibor Pavlát, Ludek Tocík","Aleš Babák","Petr Kyncl","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2013/2014",0,14,13,4,1
957,171,"Zubrí","KP Brno",30,25,2013-09-25,650,"Marek Becicka, Jirí Horák","Miroslav Celic","Michal Balhárek","Jan Hegar","Zdenek Zima","RegularPhaseMatch","2013/2014",0,17,14,3,4
958,172,"Prerov","Zlín",24,28,2013-09-25,185,"Václav Horácek, Jirí Novotný","Jirí Závodník","Jirí Mužík","Andrej Titkov","Petr Novák","RegularPhaseMatch","2013/2014",0,14,11,4,1
959,173,"Hranice","Plzen",24,22,2013-09-25,260,"Michal Hanák, Petr Novák","Libor Hrabal","Martin Schober","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2013/2014",0,8,9,2,0
960,174,"Dukla","Karviná",27,25,2013-09-25,130,"Radoslav Kavulic, Libor Skružný","Pavel Pauza","Milan Kotrc","Marek Michalisko","Zdenek Mrózek","RegularPhaseMatch","2013/2014",0,12,13,3,0
961,175,"KP Brno","Prerov",30,28,2013-09-18,418,"Jirí Vetrovský, Martin Zych","Jan Hegar","Zdenek Zima","Jirí Závodník","Richard Bucek","RegularPhaseMatch","2013/2014",0,13,16,5,2
962,176,"Plzen","Lovosice",19,21,2013-09-21,200,"Tomáš Bubenícek, Jan Kosmák","Martin Šetlík","Stanislav Raizl","Vladimír Šuma","Pavel Haken","RegularPhaseMatch","2013/2014",0,9,9,2,3
963,177,"Dukla","Koprivnice",35,25,2013-09-21,120,"Dalibor Pavlát, Ludek Tocík","Pavel Pauza","Milan Kotrc","Jaromír Petrek","Ivo Vávra","RegularPhaseMatch","2013/2014",0,19,11,2,1
964,178,"Karviná","Jicín",23,20,2013-09-22,705,"Marek Becicka, Jirí Horák","Marek Michalisko","Radek Gumolka","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2013/2014",0,13,8,1,4
965,179,"Zlín","Hranice",28,31,2013-09-22,650,"Martin Kosa, Pavel Švidernoch","Andrej Titkov","Petr Novák","Libor Hrabal","Karel Magrla","RegularPhaseMatch","2013/2014",0,13,15,2,2
966,180,"Frýdek-Místek","Zubrí",26,25,2013-09-22,460,"Jirí Králícek, Milan Letev","Aleš Chrastina","Petr Mazur","Miroslav Celic","Michal Balhárek","RegularPhaseMatch","2013/2014",0,10,13,4,0
967,181,"Zubrí","Karviná",28,27,2013-09-14,800,"Václav Horácek, Jirí Novotný","Miroslav Celic","Michal Balhárek","Marek Michalisko","Roman Farár","RegularPhaseMatch","2013/2014",0,16,15,3,3
968,182,"Koprivnice","Plzen",24,24,2013-09-14,480,"Luboš Pavlícek, Rostislav Tokoš","Jaromír Petrek","Ivo Vávra","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2013/2014",0,12,11,1,2
969,183,"Prerov","Frýdek-Místek",29,26,2013-09-15,178,"Radoslav Kavulic, Libor Skružný","Jirí Závodník","Richard Bucek","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2013/2014",0,15,11,2,7
970,184,"Hranice","KP Brno",29,23,2013-09-15,350,"Tomáš Kozler, Vladimír Vaník","Libor Hrabal","Martin Schober","Jan Hegar","Zdenek Zima","RegularPhaseMatch","2013/2014",0,16,10,4,2
971,185,"Zlín","Lovosice",17,27,2013-09-15,480,"Jirí Vetrovský, Martin Zych","Andrej Titkov","Petr Novák","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2013/2014",0,9,13,1,4
972,186,"Jicín","Dukla",21,17,2013-09-15,620,"Michal Hanák, Petr Novák","Aleš Babák","Petr Kyncl","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2013/2014",0,12,5,0,0
973,187,"Jicín","Koprivnice",32,21,2013-09-04,580,"Bedrich Frieser, Lukáš Frieser","Aleš Babák","Petr Kyncl","Jaromír Petrek","Ivo Vávra","RegularPhaseMatch","2013/2014",0,15,7,1,4
974,188,"Dukla","Zubrí",32,24,2013-09-07,210,"Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Miroslav Celic","Michal Balhárek","RegularPhaseMatch","2013/2014",0,16,11,2,0
975,189,"Karviná","Prerov",27,22,2013-09-08,400,"Martin Kosa, Pavel Švidernoch","Marek Michalisko","Radek Gumolka","Jirí Závodník","Richard Bucek","RegularPhaseMatch","2013/2014",0,7,9,2,3
976,190,"KP Brno","Lovosice",25,24,2013-09-08,450,"Michal Hanák, Petr Novák","Jan Hegar","Zdenek Zima","Vladimír Šuma","Pavel Haken","RegularPhaseMatch","2013/2014",0,15,15,6,0
977,191,"Zlín","Plzen",23,25,2013-09-08,650,"Bedrich Frieser, Lukáš Frieser","Andrej Titkov","Petr Novák","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2013/2014",0,9,15,1,1
978,192,"Frýdek-Místek","Hranice",27,32,2013-09-08,421,"Marek Becicka, Jirí Horák","Aleš Chrastina","Petr Mazur","Libor Hrabal","Martin Schober","RegularPhaseMatch","2013/2014",0,15,16,2,3
979,1,"Lovosice","Dukla",29,24,2013-05-25,645,"Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Pavel Pauza","Milan Kotrc","1till6placeMatch","2012/2013",1,16,9,1,5
980,2,"Jicín","Plzen",26,23,2013-05-25,860,"Jirí Opava, Pavel Válek","Aleš Babák","Petr Kyncl","Martin Šetlík","Stanislav Raizl","1till6placeMatch","2012/2013",0,11,14,1,2
981,3,"Zubrí","Hranice",26,31,2013-05-25,900,"Michal Hanák, Petr Novák","Aleš Korínek","Michal Balhárek","Libor Hrabal","Martin Potiška","1till6placeMatch","2012/2013",0,10,17,5,0
982,4,"Dukla","Jicín",30,28,2013-05-18,145,"Michal Hanák, Petr Novák","Pavel Pauza","Milan Kotrc","Aleš Babák","Petr Kyncl","1till6placeMatch","2012/2013",0,14,15,1,0
983,5,"Plzen","Zubrí",30,30,2013-05-18,120,"Jirí Opava, Pavel Válek","Martin Šetlík","Stanislav Raizl","Aleš Korínek","Michal Balhárek","1till6placeMatch","2012/2013",0,15,18,6,8
984,6,"Hranice","Lovosice",29,22,2013-05-19,240,"Milan Hájek, Karel Macho","Libor Hrabal","Martin Potiška","Vojtech Srba","Pavel Haken","1till6placeMatch","2012/2013",1,15,11,0,2
985,7,"Plzen","Dukla",25,29,2013-05-11,140,"Bedrich Frieser, Lukáš Frieser","Martin Šetlík","Stanislav Raizl","Pavel Pauza","Milan Kotrc","1till6placeMatch","2012/2013",0,11,16,2,4
986,8,"Jicín","Hranice",25,20,2013-05-12,1160,"Radoslav Kavulic, Libor Skružný","Aleš Babák","Petr Kyncl","Libor Hrabal","Martin Potiška","1till6placeMatch","2012/2013",0,13,9,2,1
987,9,"Zubrí","Lovosice",23,26,2013-05-12,600,"Marek Becicka, Jirí Horák","Jirí Micola","Michal Balhárek","Vojtech Srba","Pavel Haken","1till6placeMatch","2012/2013",0,13,11,2,2
988,10,"Hranice","Plzen",20,21,2013-05-08,210,"Bohumil Bruna, René Vostatek","Libor Hrabal","Martin Potiška","Martin Šetlík","Stanislav Raizl","1till6placeMatch","2012/2013",0,9,11,3,2
989,11,"Lovosice","Jicín",21,29,2013-05-08,750,"Václav Horácek, Jirí Novotný","Vojtech Srba","Pavel Haken","Aleš Babák","Petr Kyncl","1till6placeMatch","2012/2013",1,8,16,3,0
990,12,"Dukla","Zubrí",25,18,2013-05-08,175,"Jirí Opava, Pavel Válek","Pavel Pauza","Milan Kotrc","Jirí Micola","Michal Balhárek","1till6placeMatch","2012/2013",0,11,9,0,4
991,13,"Dukla","Hranice",28,25,2013-05-04,150,"Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Libor Hrabal",,"1till6placeMatch","2012/2013",0,15,14,3,4
992,14,"Zubrí","Jicín",30,23,2013-05-05,700,"Michal Hanák, Petr Novák","Jirí Micola","Michal Balhárek","Aleš Babák","Petr Kyncl","1till6placeMatch","2012/2013",1,15,13,2,3
993,15,"Plzen","Lovosice",24,25,2013-05-05,160,"Radoslav Kavulic, Libor Skružný","Martin Šetlík","Stanislav Raizl","Vojtech Srba","Pavel Haken","1till6placeMatch","2012/2013",0,13,14,0,3
994,16,"Hranice","Zubrí",27,22,2013-05-01,440,"Václav Horácek, Jirí Novotný","Libor Hrabal","Martin Potiška","Jirí Micola","Michal Balhárek","1till6placeMatch","2012/2013",1,15,10,1,1
995,17,"Dukla","Lovosice",25,19,2013-05-01,280,"Michal Hanák, Petr Novák","Pavel Pauza","Milan Kotrc","Vojtech Srba","Pavel Haken","1till6placeMatch","2012/2013",0,18,9,0,4
996,18,"Plzen","Jicín",22,22,2013-05-01,250,"Marek Becicka, Jirí Horák","Martin Šetlík","Stanislav Raizl","Aleš Babák","Petr Kyncl","1till6placeMatch","2012/2013",0,13,11,0,3
997,19,"Lovosice","Hranice",28,28,2013-04-27,850,"Václav Horácek, Jirí Novotný","Vojtech Srba","Pavel Haken","Libor Hrabal","Martin Potiška","1till6placeMatch","2012/2013",0,14,11,3,2
998,20,"Zubrí","Plzen",34,28,2013-04-27,800,"Jirí Opava, Pavel Válek","Jirí Micola","Michal Balhárek","Martin Šetlík","Stanislav Raizl","1till6placeMatch","2012/2013",0,15,14,2,2
999,21,"Jicín","Dukla",28,25,2013-04-28,840,"Milan Hájek, Karel Macho","Aleš Babák","Petr Kyncl","Pavel Pauza","Milan Kotrc","1till6placeMatch","2012/2013",1,11,13,3,3
1000,22,"Lovosice","Zubrí",27,25,2013-04-20,840,"Milan Hájek, Karel Macho","Vojtech Srba","Pavel Haken","Jirí Micola","Michal Balhárek","1till6placeMatch","2012/2013",1,14,10,3,3
1001,23,"Dukla","Plzen",23,23,2013-04-20,200,"Radoslav Kavulic, Libor Skružný","Pavel Pauza","Milan Kotrc","Martin Šetlík","Stanislav Raizl","1till6placeMatch","2012/2013",0,14,9,2,2
1002,24,"Hranice","Jicín",25,24,2013-04-21,370,"Jirí Vetrovský, Martin Zych","Libor Hrabal","Martin Potiška","Aleš Babák","Petr Kyncl","1till6placeMatch","2012/2013",0,10,13,0,2
1003,25,"Zubrí","Dukla",26,25,2013-04-17,800,"Michal Hanák, Petr Novák","Jirí Micola","Michal Balhárek","Pavel Pauza","Milan Kotrc","1till6placeMatch","2012/2013",0,14,9,2,0
1004,26,"Plzen","Hranice",22,25,2013-04-17,130,"Petr Halada, Ludek Tocík","Martin Šetlík","Milan Šedivec","Libor Hrabal","Karel Magrla","1till6placeMatch","2012/2013",0,13,13,1,1
1005,27,"Jicín","Lovosice",21,20,2013-04-17,926,"Milan Hájek, Karel Macho","Petr Babák","Petr Kyncl","Vojtech Srba","Pavel Haken","1till6placeMatch","2012/2013",0,10,11,2,3
1006,28,"Lovosice","Plzen",26,26,2013-04-13,950,"Michal Hanák, Petr Novák","Vojtech Srba","Pavel Haken","Martin Šetlík","Stanislav Raizl","1till6placeMatch","2012/2013",0,11,15,2,2
1007,29,"Jicín","Zubrí",29,19,2013-04-13,918,"Václav Horácek, Jirí Novotný","Aleš Babák","Petr Kyncl","Jirí Micola","Michal Balhárek","1till6placeMatch","2012/2013",0,14,10,1,3
1008,30,"Hranice","Dukla",25,25,2013-04-14,390,"Radoslav Kavulic, Libor Skružný","Libor Hrabal","Karel Magrla","Pavel Pauza","Milan Kotrc","1till6placeMatch","2012/2013",1,13,13,3,1
1009,31,"Karviná","Koprivnice",37,27,2013-05-22,210,"Marek Becicka, Jirí Horák","Ludvík Mrkva","Marek Michalisko","Miroslav Barton","Ivo Vávra","7till12placeMatch","2012/2013",0,18,11,1,1
1010,32,"KP Brno","Frýdek-Místek",34,29,2013-05-26,105,"Bedrich Frieser, Lukáš Frieser","Jan Hegar","Filip Hruza","Aleš Chrastina","Petr Mazur","7till12placeMatch","2012/2013",0,16,15,0,2
1011,33,"Prerov","KP Brno",27,32,2013-05-19,48,"Tomáš Kozler, Vladimír Vaník","Jirí Závodník","Richard Bucek","Jan Hegar","Zdenek Zima","7till12placeMatch","2012/2013",0,11,17,2,0
1012,34,"Frýdek-Místek","Karviná",28,30,2013-05-19,365,", Milan Letev","Aleš Chrastina","Petr Mazur","Ludvík Mrkva","Roman Farár","7till12placeMatch","2012/2013",0,13,17,1,0
1013,35,"Karviná","Prerov",31,27,2013-05-10,186,"Václav Horácek, Jirí Novotný","Ludvík Mrkva","Marek Michalisko","Jirí Závodník","Richard Bucek","7till12placeMatch","2012/2013",0,19,14,0,2
1014,36,"Koprivnice","Frýdek-Místek",33,32,2013-05-11,420,"Milan Hájek, Karel Macho",,"Ivo Vávra","Aleš Chrastina","Petr Mazur","7till12placeMatch","2012/2013",0,18,16,5,1
1015,37,"Prerov","Koprivnice",22,33,2013-05-08,72,"Bedrich Frieser, Lukáš Frieser","Jirí Závodník","Jirí Mužík","Miroslav Barton","Ivo Vávra","7till12placeMatch","2012/2013",0,11,16,2,1
1016,38,"KP Brno","Karviná",28,34,2013-05-08,70,"Jirí Vetrovský, Martin Zych","Jan Hegar","Filip Hruza","Ludvík Mrkva","Marek Michalisko","7till12placeMatch","2012/2013",0,10,18,2,1
1017,39,"Koprivnice","KP Brno",35,29,2013-05-04,350,"Petr Halada, Ludek Tocík","Miroslav Barton","Ivo Vávra","Jan Hegar","Zdenek Zima","7till12placeMatch","2012/2013",0,19,12,4,1
1018,40,"Frýdek-Místek","Prerov",39,28,2013-05-05,390,"Jirí Opava, Pavel Válek","Aleš Chrastina","Petr Mazur","Jirí Závodník","Jirí Mužík","7till12placeMatch","2012/2013",0,19,15,3,0
1019,41,"Koprivnice","Karviná",30,33,2013-04-30,380,"Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Ludvík Mrkva","Marek Michalisko","7till12placeMatch","2012/2013",0,16,18,3,3
1020,42,"Frýdek-Místek","KP Brno",38,25,2013-05-01,415,"Luboš Pavlícek, Rostislav Tokoš","Aleš Chrastina","Petr Mazur","Jan Hegar","Zdenek Zima","7till12placeMatch","2012/2013",0,20,12,4,3
1021,43,"Karviná","Frýdek-Místek",32,31,2013-04-26,202,"Jirí Králícek, Milan Letev","Ludvík Mrkva","Marek Michalisko","Aleš Chrastina","Petr Mazur","7till12placeMatch","2012/2013",0,17,11,1,2
1022,44,"KP Brno","Prerov",26,26,2013-04-27,185,"Bohumil Bruna, René Vostatek","Jan Hegar","Filip Hruza","Jirí Závodník","Richard Bucek","7till12placeMatch","2012/2013",0,13,14,7,4
1023,45,"Frýdek-Místek","Koprivnice",34,30,2013-04-21,520,"Radoslav Kavulic, Libor Skružný","Aleš Chrastina","Petr Mazur","Miroslav Barton","Ivo Vávra","7till12placeMatch","2012/2013",0,15,13,3,4
1024,46,"Prerov","Karviná",29,34,2013-04-24,73,"Jirí Králícek, Milan Letev","Jirí Závodník","Jirí Mužík","Ludvík Mrkva","Marek Michalisko","7till12placeMatch","2012/2013",0,16,20,1,0
1025,47,"Karviná","KP Brno",39,25,2013-04-17,250,"Pavel Novotný, Petr Samek","Ludvík Mrkva","Martin Kostelník","Jan Hegar","Zdenek Zima","7till12placeMatch","2012/2013",0,23,12,3,1
1026,48,"Koprivnice","Prerov",26,22,2013-04-17,300,"Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Jirí Závodník","Jirí Mužík","7till12placeMatch","2012/2013",0,12,12,4,0
1027,49,"Prerov","Frýdek-Místek",25,25,2013-04-14,82,"Tomáš Bubenícek, Jan Kosmák","Jirí Závodník","Jirí Mužík","Aleš Chrastina","Petr Mazur","7till12placeMatch","2012/2013",0,15,13,5,3
1028,50,"KP Brno","Koprivnice",25,24,2013-04-14,302,"Jirí Opava, Pavel Válek","Jan Hegar","Filip Hruza","Miroslav Barton","Ivo Vávra","7till12placeMatch","2012/2013",0,9,12,3,2
1029,51,"Lovosice","Plzen",34,28,2013-03-16,875,"Václav Horácek, Jirí Novotný","Vojtech Srba","Pavel Haken","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2012/2013",0,15,14,3,5
1030,52,"Zubrí","Dukla",25,22,2013-03-16,1100,"Bedrich Frieser, Lukáš Frieser","Jirí Micola","Michal Balhárek","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2012/2013",0,12,11,2,5
1031,53,"Hranice","KP Brno",30,24,2013-03-17,420,"Milan Hájek, Karel Macho","Libor Hrabal","Martin Potiška","Jan Hegar","Filip Hruza","RegularPhaseMatch","2012/2013",0,16,11,2,4
1032,54,"Jicín","Karviná",29,26,2013-03-17,740,"Radoslav Kavulic, Libor Skružný","Aleš Babák","Petr Kyncl","Ludvík Mrkva","Martin Kostelník","RegularPhaseMatch","2012/2013",1,12,14,5,1
1033,55,"Frýdek-Místek","Prerov",28,23,2013-03-17,380,"Bedrich Frieser, Lukáš Frieser","Aleš Chrastina","Petr Mazur","Jirí Závodník","Richard Bucek","RegularPhaseMatch","2012/2013",0,11,14,2,5
1034,56,"Koprivnice","Lovosice",25,25,2013-03-09,240,"Pavel Novotný, Petr Samek","Miroslav Barton","Ivo Vávra","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2012/2013",0,10,13,2,1
1035,57,"KP Brno","Zubrí",21,24,2013-03-09,905,"Jirí Vetrovský, Martin Zych","Jan Hegar","Filip Hruza","Jirí Micola","Michal Balhárek","RegularPhaseMatch","2012/2013",0,11,13,3,3
1036,58,"Plzen","Frýdek-Místek",33,28,2013-03-09,850,"Bohumil Bruna, René Vostatek","Martin Šetlík","Milan Šedivec","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2012/2013",0,17,14,2,5
1037,59,"Karviná","Hranice",26,25,2013-03-10,382,"Václav Horácek, Jirí Novotný","Ludvík Mrkva","Martin Kostelník","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2012/2013",1,16,14,2,0
1038,60,"Prerov","Jicín",28,25,2013-03-10,129,"Michal Hanák, Petr Novák","Jirí Závodník","Jirí Mužík","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2012/2013",0,14,11,2,2
1039,61,"Lovosice","Frýdek-Místek",29,28,2013-03-02,650,"Petr Halada, Ludek Tocík","Vojtech Srba","Pavel Haken","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2012/2013",0,10,18,1,1
1040,62,"Jicín","Plzen",22,18,2013-03-02,960,"Jirí Vetrovský, Martin Zych","Aleš Babák","Petr Kyncl","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2012/2013",0,14,12,6,1
1041,63,"Zubrí","Karviná",29,26,2013-03-02,900,"Milan Hájek, Karel Macho","Jirí Micola","Michal Balhárek","Ludvík Mrkva","Martin Kostelník","RegularPhaseMatch","2012/2013",0,14,10,1,3
1042,64,"Koprivnice","Dukla",23,29,2013-03-02,255,"Jirí Králícek, Milan Letev","Miroslav Barton","Ivo Vávra","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2012/2013",0,10,12,3,1
1043,65,"Hranice","Prerov",32,25,2013-03-03,350,"Luboš Pavlícek, Rostislav Tokoš","Libor Hrabal","Martin Potiška","Jirí Závodník","Jirí Mužík","RegularPhaseMatch","2012/2013",0,13,11,4,2
1044,66,"Dukla","Lovosice",19,18,2013-02-23,200,"Václav Horácek, Jirí Novotný","Pavel Pauza","Milan Kotrc","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2012/2013",0,10,9,5,4
1045,67,"KP Brno","Koprivnice",25,21,2013-02-23,160,"Marek Becicka, Jirí Horák","Jan Hegar","Filip Hruza","Jan Martínek","Ivo Vávra","RegularPhaseMatch","2012/2013",0,13,14,0,4
1046,68,"Plzen","Hranice",22,28,2013-02-23,580,"Jirí Opava, Pavel Válek","Martin Šetlík","Stanislav Raizl","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2012/2013",0,11,16,2,2
1047,69,"Prerov","Zubrí",26,26,2013-02-24,184,"Petr Halada, Ludek Tocík","Jirí Závodník","Jirí Mužík","Jirí Micola","Ivo Tovaryš","RegularPhaseMatch","2012/2013",0,15,14,5,2
1048,70,"Frýdek-Místek","Jicín",29,30,2013-02-24,245,"Pavel Novotný, Petr Samek","Aleš Chrastina","Petr Mazur","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2012/2013",0,16,18,3,2
1049,71,"Dukla","KP Brno",20,16,2013-02-16,180,"Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Jan Hegar","Zdenek Zima","RegularPhaseMatch","2012/2013",0,11,8,3,2
1050,72,"Lovosice","Jicín",22,30,2013-02-16,900,"Jirí Opava, Pavel Válek","Vojtech Srba","Pavel Haken","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2012/2013",0,12,15,2,2
1051,73,"Zubrí","Plzen",21,20,2013-02-16,800,"Václav Horácek, Jirí Novotný","Jirí Micola","Michal Balhárek","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2012/2013",0,13,14,3,1
1052,74,"Koprivnice","Karviná",29,34,2013-02-16,210,"Pavel Novotný, Petr Samek","Miroslav Barton","Ivo Vávra","Ludvík Mrkva","Martin Kostelník","RegularPhaseMatch","2012/2013",0,16,19,4,4
1053,75,"Hranice","Frýdek-Místek",35,31,2013-02-17,240,"Jirí Králícek, Milan Letev","Libor Hrabal","Martin Potiška","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2012/2013",1,21,14,2,6
1054,76,"KP Brno","Lovosice",22,22,2013-02-09,450,"Milan Hájek, Karel Macho","Jan Hegar","Filip Hruza","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2012/2013",0,8,11,2,1
1055,77,"Jicín","Hranice",26,19,2013-02-09,830,"Michal Hanák, Petr Novák","Aleš Babák","Petr Kyncl","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2012/2013",0,13,8,3,2
1056,78,"Karviná","Dukla",27,22,2013-02-09,804,"Tomáš Bubenícek, Jan Kosmák","Ludvík Mrkva","Martin Kostelník","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2012/2013",0,14,12,1,1
1057,79,"Prerov","Koprivnice",29,25,2013-02-10,159,"Tomáš Kozler, Vladimír Vaník","Jirí Závodník","Jirí Mužík","Miroslav Barton","Zdenek Kovalák","RegularPhaseMatch","2012/2013",0,13,13,4,5
1058,80,"Frýdek-Místek","Zubrí",32,36,2013-02-10,420,"Adam Kondelka, David Kondelka","Aleš Chrastina","Petr Mazur","Jirí Micola","Michal Balhárek","RegularPhaseMatch","2012/2013",0,16,21,6,1
1059,81,"Lovosice","Hranice",27,22,2013-02-02,820,"Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2012/2013",1,12,8,1,1
1060,82,"Dukla","Prerov",36,22,2013-02-02,100,"Bohumil Bruna, René Vostatek","Pavel Pauza","Milan Kotrc","Jirí Závodník","Richard Bucek","RegularPhaseMatch","2012/2013",0,18,8,2,0
1061,83,"Zubrí","Jicín",20,28,2013-02-02,700,"Bedrich Frieser, Lukáš Frieser","Jirí Micola","Michal Balhárek","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2012/2013",0,10,14,1,4
1062,84,"Koprivnice","Plzen",26,38,2013-02-02,180,"Luboš Pavlícek, Rostislav Tokoš","Miroslav Barton","Ivo Vávra","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2012/2013",0,12,23,6,1
1063,85,"KP Brno","Karviná",31,33,2013-02-03,616,"Jirí Opava, Pavel Válek","Jan Hegar","Filip Hruza","Ludvík Mrkva","Martin Kostelník","RegularPhaseMatch","2012/2013",0,20,21,4,0
1064,86,"Karviná","Lovosice",23,25,2012-12-19,490,"Michal Hanák, Petr Novák","Ludvík Mrkva","Roman Farár","Vojtech Srba",,"RegularPhaseMatch","2012/2013",0,10,15,2,1
1065,87,"Frýdek-Místek","Koprivnice",33,29,2012-12-21,470,"Václav Horácek, Jirí Novotný","Aleš Chrastina","Petr Mazur","Miroslav Barton","Ivo Vávra","RegularPhaseMatch","2012/2013",0,18,16,2,2
1066,88,"Hranice","Zubrí",34,19,2012-12-22,480,"Marek Becicka, Jirí Horák","Libor Hrabal","Martin Potiška","Jirí Micola","Michal Balhárek","RegularPhaseMatch","2012/2013",0,16,8,4,3
1067,89,"Prerov","KP Brno",24,26,2012-12-23,238,"Petr Halada, Ludek Tocík","Jirí Závodník","Jirí Mužík","Jan Hegar","Filip Hruza","RegularPhaseMatch","2012/2013",0,15,13,3,2
1068,90,"Plzen","Dukla",25,23,2012-12-23,610,"Jirí Opava, Pavel Válek","Martin Šetlík","Milan Šedivec","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2012/2013",1,14,8,4,3
1069,91,"KP Brno","Plzen",20,20,2012-12-12,400,"Michal Hanák, Petr Novák","Jan Hegar","Filip Hruza","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2012/2013",0,7,7,6,0
1070,92,"Dukla","Frýdek-Místek",28,22,2012-12-15,120,"Tomáš Kozler, Vladimír Vaník","Pavel Pauza","Milan Kotrc","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2012/2013",0,14,8,1,1
1071,93,"Jicín","Koprivnice",29,21,2012-12-15,690,"Jirí Vetrovský, Martin Zych","Aleš Babák","Petr Kyncl","Miroslav Barton","Ivo Vávra","RegularPhaseMatch","2012/2013",0,14,11,2,1
1072,94,"Karviná","Prerov",30,24,2012-12-15,480,"Marek Becicka, Jirí Horák","Ludvík Mrkva","Roman Farár","Jirí Závodník","Richard Bucek","RegularPhaseMatch","2012/2013",0,14,9,0,3
1073,95,"Lovosice","Zubrí",32,32,2012-12-15,810,"Milan Hájek, Karel Macho","Vojtech Srba","Pavel Haken","Jirí Micola","Michal Balhárek","RegularPhaseMatch","2012/2013",1,16,16,2,2
1074,96,"Prerov","Lovosice",22,39,2012-12-05,50,"Jirí Králícek, Václav Horácek","Jirí Závodník","Jirí Mužík","Vojtech Srba","Radek Provinský","RegularPhaseMatch","2012/2013",0,10,17,1,2
1075,97,"Jicín","Dukla",22,20,2012-12-08,805,"Radoslav Kavulic, Libor Skružný","Aleš Babák","Petr Kyncl","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2012/2013",0,10,10,2,1
1076,98,"Plzen","Karviná",31,21,2012-12-08,980,"Bedrich Frieser, Lukáš Frieser","Martin Šetlík","Stanislav Raizl","Ludvík Mrkva","Roman Farár","RegularPhaseMatch","2012/2013",0,13,13,3,0
1077,99,"Frýdek-Místek","KP Brno",27,27,2012-12-09,295,"Bohumil Bruna, René Vostatek","Aleš Chrastina","Petr Mazur","Jan Hegar","Zdenek Zima","RegularPhaseMatch","2012/2013",1,10,13,3,3
1078,100,"Hranice","Koprivnice",33,28,2012-12-09,260,"Petr Halada, Ludek Tocík","Libor Hrabal","Martin Potiška","Ivo Vávra","Zdenek Kovalák","RegularPhaseMatch","2012/2013",0,17,13,1,6
