"Global.Match.ID","Local.Match.ID","Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Attendance","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Season.Phase","Season","CT.Broadcast","Home.Team.Halftime.Goals","Away.Team.Halftime.Goals","Home.Team.7m.Goals","Away.Team.7m.Goals"
1391,61,"Prerov","Dukla",28,41,2011-03-25,291,"Pavel Novotný, Jirí Vetrovský","Alois Jurík","Michal Kavka","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2010/2011",0,16,19,3,3
1392,62,"Trebon","Lovosice",23,27,2011-03-25,200,"Milan Hájek, Karel Macho","Jan Pavlovský","Zdenek Kubík","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2010/2011",0,8,11,2,2
1393,63,"Brno","Zubrí",27,37,2011-03-26,250,"Jirí Opava, Pavel Válek","Zdenek Missbach","Tomáš Petr","Jirí Mika","Michal Balhárek","RegularPhaseMatch","2010/2011",0,13,22,6,2
1394,64,"Hranice","Koprivnice",31,28,2011-03-27,200,"Michal Hanák, Jan Kosmák","Jan Hegar","Bretislav Žoch","Miroslav Barton","Ivo Vávra","RegularPhaseMatch","2010/2011",0,18,12,3,3
1395,65,"Plzen","Karviná",28,18,2011-03-27,750,"Bedrich Frieser, Lukáš Frieser","Vladimír Haber","Stanislav Raizl","Jozef Hanták","Zdenek Mrózek","RegularPhaseMatch","2010/2011",1,13,11,2,5
1396,66,"Frýdek-Místek","Jicín",34,29,2011-03-27,320,"Pavel Nesvadba, Vangelis Simu","Jirí Kekrt","Petr Mazur","Aleš Babák","Vladimír Bohácek","RegularPhaseMatch","2010/2011",0,17,14,2,4
1397,67,"Jicín","Prerov",37,24,2011-03-18,615,"Dalibor Pavlát, Petr Pešek","Aleš Babák","Vladimír Bohácek","Alois Jurík","Michal Kavka","RegularPhaseMatch","2010/2011",0,19,13,0,3
1398,68,"Lovosice","Hranice",27,25,2011-03-19,800,"Václav Kohout, Petr Novák","Vojtech Srba","Pavel Haken","Jan Hegar","Bretislav Žoch","RegularPhaseMatch","2010/2011",0,13,13,2,0
1399,69,"Dukla","Brno",37,24,2011-03-19,130,"Lubomír Kohout, Vladimír Vaník","Pavel Pauza","Milan Kotrc","Zdenek Missbach","Tomáš Petr","RegularPhaseMatch","2010/2011",0,18,13,4,2
1400,70,"Koprivnice","Frýdek-Místek",30,28,2011-03-19,700,"Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2010/2011",0,13,12,1,2
1401,71,"Zubrí","Plzen",24,21,2011-03-20,720,"Václav Horácek, Jirí Novotný","Jirí Mika","Michal Balhárek","Vladimír Haber","Stanislav Raizl","RegularPhaseMatch","2010/2011",1,13,9,3,2
1402,72,"Karviná","Trebon",28,29,2011-03-20,729,"Adam Kondelka, David Kondelka","Jozef Hanták","Martin Kostelník","Jan Pavlovský","Vladislav Jordák","RegularPhaseMatch","2010/2011",0,13,12,5,4
1403,73,"Trebon","Zubrí",24,31,2011-03-03,200,"Lubomír Kohout, Vladimír Vaník","Jan Pavlovský","Zdenek Kubík","Jirí Mika","Michal Balhárek","RegularPhaseMatch","2010/2011",0,8,14,0,3
1404,74,"Plzen","Dukla",28,18,2011-03-04,930,"Václav Kohout, Petr Novák","Vladimír Haber","Stanislav Raizl","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2010/2011",0,15,10,1,2
1405,75,"Hranice","Karviná",23,27,2011-03-05,450,"Radoslav Kavulic, Libor Skružný","Jan Hegar","Bretislav Žoch","Jozef Hanták","Zdenek Mrózek","RegularPhaseMatch","2010/2011",1,10,13,2,1
1406,76,"Jicín","Koprivnice",33,26,2011-03-05,650,"Milan Hájek, Karel Macho","Aleš Babák","Vladimír Bohácek","Libor Hrabal","Ivo Vávra","RegularPhaseMatch","2010/2011",0,14,10,3,2
1407,77,"Prerov","Brno",32,28,2011-03-06,362,"Radoslav Kavulic, Libor Skružný","Alois Jurík","Michal Kavka","Zdenek Missbach","Zdenek Zima","RegularPhaseMatch","2010/2011",0,16,15,0,5
1408,78,"Frýdek-Místek","Lovosice",35,31,2011-03-06,315,"Václav Horácek, Jirí Novotný","Jirí Kekrt","Petr Mazur","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2010/2011",0,18,16,1,5
1409,79,"Dukla","Trebon",24,17,2011-02-26,125,"Pavel Novotný, Jirí Vetrovský","Pavel Pauza","Jan Krouský","Jan Pavlovský","Zdenek Kubík","RegularPhaseMatch","2010/2011",0,14,9,1,1
1410,80,"Plzen","Brno",34,19,2011-02-26,350,"Jirí Opava, Pavel Válek","Vladimír Haber","Stanislav Raizl","Zdenek Missbach",,"RegularPhaseMatch","2010/2011",0,20,6,1,2
1411,81,"Koprivnice","Prerov",30,35,2011-02-26,300,"Adam Kondelka, David Kondelka","Libor Hrabal","Ivo Vávra","Alois Jurík","Michal Kavka","RegularPhaseMatch","2010/2011",0,11,16,5,2
1412,82,"Lovosice","Jicín",32,25,2011-02-27,824,"Václav Kohout, Petr Novák","Vojtech Srba","Pavel Haken","Aleš Babák","Vladimír Bohácek","RegularPhaseMatch","2010/2011",1,16,13,3,1
1413,83,"Karviná","Frýdek-Místek",33,30,2011-02-27,637,"Marek Becicka, Jirí Horák","Jozef Hanták","Martin Kostelník","Jirí Kekrt","Lubomír Kavka","RegularPhaseMatch","2010/2011",0,15,16,1,2
1414,84,"Hranice","Zubrí",22,26,2011-02-27,650,"Václav Horácek, Jirí Novotný","Jan Hegar","Bretislav Žoch","Jirí Mika","Michal Balhárek","RegularPhaseMatch","2010/2011",0,8,11,3,2
1415,85,"Koprivnice","Lovosice",31,31,2011-02-19,200,"Michal Hanák, Jan Kosmák","Libor Hrabal","Ivo Vávra","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2010/2011",0,12,17,5,3
1416,86,"Trebon","Brno",32,21,2011-02-19,430,"Petr Halada, Martin Zych","Jan Pavlovský","Zdenek Kubík","Zdenek Missbach","Zdenek Zima","RegularPhaseMatch","2010/2011",0,19,8,2,1
1417,87,"Jicín","Karviná",28,28,2011-02-19,700,"Dalibor Pavlát, Petr Pešek","Aleš Babák","Vladimír Bohácek","Jozef Hanták","Zdenek Mrózek","RegularPhaseMatch","2010/2011",0,15,13,6,4
1418,88,"Prerov","Plzen",24,38,2011-02-20,324,"Marek Becicka, Jirí Horák","Alois Jurík","Michal Kavka","Vladimír Haber","Stanislav Raizl","RegularPhaseMatch","2010/2011",0,12,16,4,3
1419,89,"Hranice","Dukla",33,31,2011-02-20,350,"Milan Hájek, Karel Macho","Jan Hegar","Bretislav Žoch","Pavel Pauza","Jan Krouský","RegularPhaseMatch","2010/2011",1,14,15,1,1
1420,90,"Frýdek-Místek","Zubrí",27,34,2011-02-20,520,"Jirí Opava, Pavel Válek","Jirí Kekrt","Petr Mazur","Jirí Mika","Michal Balhárek","RegularPhaseMatch","2010/2011",0,11,20,2,0
1421,91,"Plzen","Trebon",41,19,2011-02-11,400,"Dalibor Pavlát, Petr Pešek","Vladimír Haber","Stanislav Raizl","Jan Pavlovský","Karel Petržala","RegularPhaseMatch","2010/2011",0,18,10,0,3
1422,92,"Dukla","Frýdek-Místek",28,29,2011-02-12,140,"Václav Kohout, Petr Novák","Pavel Pauza","Milan Kotrc","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2010/2011",0,16,16,3,3
1423,93,"Lovosice","Prerov",36,27,2011-02-12,658,"Petr Halada, Martin Zych","Vojtech Srba","Pavel Haken","Alois Jurík","Richard Bucek","RegularPhaseMatch","2010/2011",0,14,16,2,2
1424,94,"Zubrí","Jicín",27,18,2011-02-12,800,"Michal Hanák, Jan Kosmák","Jirí Mika","Michal Balhárek","Aleš Babák","Vladimír Bohácek","RegularPhaseMatch","2010/2011",1,14,11,6,0
1425,95,"Hranice","Brno",36,24,2011-02-13,300,"Marek Becicka, Jirí Horák","Jan Hegar","Bretislav Žoch","Zdenek Missbach","Zdenek Zima","RegularPhaseMatch","2010/2011",0,21,9,2,3
1426,96,"Karviná","Koprivnice",29,17,2011-03-11,600,"Adam Kondelka, David Kondelka","Jozef Hanták","Martin Kostelník","Miroslav Barton","Ivo Vávra","RegularPhaseMatch","2010/2011",0,14,8,2,2
1427,97,"Jicín","Dukla",18,24,2011-02-05,700,"Lubomír Kohout, Vladimír Vaník","Aleš Babák","Vladimír Bohácek","Pavel Pauza","Jan Krouský","RegularPhaseMatch","2010/2011",0,9,11,3,4
1428,98,"Koprivnice","Zubrí",25,28,2011-02-05,300,"Pavel Novotný, Jirí Vetrovský","Libor Hrabal","Ivo Vávra","Jirí Mika","Michal Balhárek","RegularPhaseMatch","2010/2011",0,11,17,4,3
1429,99,"Lovosice","Karviná",37,25,2011-02-06,900,"Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Jozef Hanták","Zdenek Mrózek","RegularPhaseMatch","2010/2011",1,18,9,0,1
1430,100,"Hranice","Plzen",28,24,2011-02-06,350,"Adam Kondelka, David Kondelka","Jan Hegar","Bretislav Žoch","Vladimír Haber","Stanislav Raizl","RegularPhaseMatch","2010/2011",0,14,11,2,0
1431,101,"Frýdek-Místek","Brno",38,22,2011-02-06,490,"Pavel Nesvadba, Vangelis Simu","Jirí Kekrt","Petr Mazur","Zdenek Missbach","Zdenek Zima","RegularPhaseMatch","2010/2011",0,19,11,1,4
1432,102,"Prerov","Trebon",34,30,2011-02-06,261,"Václav Horácek, Jirí Novotný","Alois Jurík","Michal Kavka","Jan Pavlovský","Vladislav Jordák","RegularPhaseMatch","2010/2011",0,20,12,0,3
1433,103,"Dukla","Koprivnice",34,24,2010-12-11,120,"Dalibor Pavlát, Petr Pešek","Pavel Pauza","Milan Kotrc","Libor Hrabal","Jirí Gres","RegularPhaseMatch","2010/2011",0,18,12,1,4
1434,104,"Brno","Jicín",24,24,2010-12-11,178,"Radoslav Kavulic, Libor Skružný","Zdenek Missbach","Zdenek Zima","Aleš Babák","Vladimír Bohácek","RegularPhaseMatch","2010/2011",0,15,11,6,6
1435,105,"Zubrí","Lovosice",33,24,2010-12-11,800,"Václav Horácek, Jirí Novotný","Jirí Mika","Michal Balhárek","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2010/2011",1,18,13,4,3
1436,106,"Karviná","Prerov",40,25,2010-12-12,430,"Pavel Novotný, Jirí Vetrovský","Jozef Hanták","Martin Kostelník","Miroslav Frank","Richard Bucek","RegularPhaseMatch","2010/2011",0,20,19,3,5
1437,107,"Hranice","Trebon",34,23,2010-12-12,300,"Václav Horácek, Jirí Novotný","Jan Hegar","Bretislav Žoch","Jan Pavlovský","Zdenek Kubík","RegularPhaseMatch","2010/2011",0,16,13,3,1
1438,108,"Plzen","Frýdek-Místek",39,27,2011-01-29,550,"Radoslav Kavulic, Libor Skružný","Vladimír Haber","Stanislav Raizl","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2010/2011",0,19,14,3,0
1439,109,"Jicín","Plzen",22,20,2010-12-03,600,"Pavel Nesvadba, Vangelis Simu","Aleš Babák","Vladimír Bohácek","Vladimír Haber","Stanislav Raizl","RegularPhaseMatch","2010/2011",0,11,13,1,1
1440,110,"Lovosice","Dukla",31,28,2010-12-04,1010,"Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Pavel Pauza","Daniel Curda","RegularPhaseMatch","2010/2011",0,15,14,5,2
1441,111,"Koprivnice","Brno",26,25,2010-12-04,200,"Lubomír Kohout, Vladimír Vaník","Libor Hrabal","Ivo Vávra","Zdenek Missbach","Zdenek Zima","RegularPhaseMatch","2010/2011",0,14,13,1,4
1442,112,"Karviná","Zubrí",29,24,2010-12-05,879,"Milan Hájek, Karel Macho","Jozef Hanták","Martin Kostelník","Jirí Mika","Michal Balhárek","RegularPhaseMatch","2010/2011",1,10,10,4,2
1443,113,"Hranice","Prerov",31,24,2010-12-05,320,"Petr Halada, Martin Zych","Jan Hegar","Bretislav Žoch","Miroslav Frank","Michal Kavka","RegularPhaseMatch","2010/2011",0,16,12,1,3
1444,114,"Frýdek-Místek","Trebon",37,24,2010-12-05,315,"Adam Kondelka, David Kondelka","Jirí Kekrt","Petr Mazur","Jan Pavlovský","Zdenek Kubík","RegularPhaseMatch","2010/2011",0,16,11,3,0
1445,115,"Dukla","Karviná",32,28,2010-11-24,280,"Jirí Opava, Pavel Válek","Pavel Pauza","Milan Kotrc","Jozef Hanták","Roman Farár","RegularPhaseMatch","2010/2011",0,18,13,2,2
1446,116,"Plzen","Koprivnice",32,25,2010-11-24,610,"Petr Halada, Martin Zych","Vladimír Haber","Stanislav Raizl","Libor Hrabal","Ivo Vávra","RegularPhaseMatch","2010/2011",0,17,9,2,7
1447,117,"Brno","Lovosice",23,38,2010-11-27,320,"Lubomír Kohout, Vladimír Vaník","Zdenek Missbach","Zdenek Zima","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2010/2011",0,11,15,1,3
1448,118,"Zubrí","Prerov",33,20,2010-11-27,700,"Marek Becicka, Jirí Horák","Jirí Mika","Michal Balhárek","Miroslav Frank","Michal Kavka","RegularPhaseMatch","2010/2011",0,19,12,1,1
1449,119,"Hranice","Frýdek-Místek",31,26,2010-11-28,300,"Pavel Novotný, Jirí Vetrovský","Jan Hegar","Bretislav Žoch","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2010/2011",0,18,9,0,0
1450,120,"Trebon","Jicín",21,31,2010-11-28,250,"Bedrich Frieser, Lukáš Frieser","Jan Pavlovský","Zdenek Kubík","Aleš Babák","Vladimír Bohácek","RegularPhaseMatch","2010/2011",0,10,19,2,3
1451,121,"Karviná","Brno",38,30,2010-10-28,683,"Michal Hanák, Jan Kosmák","Jozef Hanták","Martin Kostelník","Zdenek Missbach","Josef Cikán","RegularPhaseMatch","2010/2011",0,22,18,1,3
1452,122,"Lovosice","Plzen",33,22,2010-11-20,753,"Pavel Nesvadba, Vangelis Simu","Vojtech Srba","Pavel Haken","Vladimír Haber","Stanislav Raizl","RegularPhaseMatch","2010/2011",0,16,9,2,2
1453,123,"Koprivnice","Trebon",29,31,2010-11-20,300,"Marek Becicka, Jirí Horák","Libor Hrabal","Ivo Vávra","Jan Pavlovský","Zdenek Kubík","RegularPhaseMatch","2010/2011",0,14,17,2,3
1454,124,"Zubrí","Dukla",24,26,2010-11-21,980,"Václav Kohout, Petr Novák","Jirí Mika","Michal Balhárek","Pavel Pauza","Jan Krouský","RegularPhaseMatch","2010/2011",1,14,12,4,1
1455,125,"Hranice","Jicín",32,17,2010-11-21,350,"Lubomír Kohout, Vladimír Vaník","Jan Hegar","Bretislav Žoch","Aleš Babák","Vladimír Bohácek","RegularPhaseMatch","2010/2011",0,17,10,3,3
1456,126,"Prerov","Frýdek-Místek",32,29,2010-11-21,251,"Michal Hanák, Jan Kosmák","Miroslav Frank","Michal Kavka","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2010/2011",0,19,16,1,2
1457,127,"Dukla","Prerov",44,26,2010-11-13,210,"Milan Hájek, Karel Macho","Pavel Pauza","Jan Krouský","Miroslav Frank","Michal Kavka","RegularPhaseMatch","2010/2011",0,22,12,4,3
1458,128,"Karviná","Plzen",25,24,2010-11-13,892,"Václav Kohout, Petr Novák","Jozef Hanták","Martin Kostelník","Vladimír Haber","Stanislav Raizl","RegularPhaseMatch","2010/2011",1,10,10,4,0
1459,129,"Lovosice","Trebon",40,24,2010-11-13,500,"Jirí Opava, Pavel Válek","Vojtech Srba","Pavel Haken","Jan Pavlovský","Zdenek Kubík","RegularPhaseMatch","2010/2011",0,21,8,2,3
1460,130,"Jicín","Frýdek-Místek",32,19,2010-11-13,500,"Václav Horácek, Jirí Novotný","Aleš Babák","Vladimír Bohácek","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2010/2011",0,17,8,3,2
1461,131,"Zubrí","Brno",38,28,2010-11-13,850,"Pavel Nesvadba, Vangelis Simu","Jirí Mika","Michal Balhárek","Zdenek Missbach","Zdenek Zima","RegularPhaseMatch","2010/2011",0,22,18,5,7
1462,132,"Koprivnice","Hranice",28,27,2010-11-13,300,"Bedrich Frieser, Lukáš Frieser","Libor Hrabal","Ivo Vávra","Jan Hegar","Bretislav Žoch","RegularPhaseMatch","2010/2011",0,12,11,1,2
1463,133,"Trebon","Karviná",32,43,2010-11-02,200,"Lubomír Kohout, Vladimír Vaník","Jan Pavlovský","Zdenek Kubík","Jozef Hanták","Martin Kostelník","RegularPhaseMatch","2010/2011",0,15,21,2,2
1464,134,"Hranice","Lovosice",23,29,2010-11-10,500,"Václav Horácek, Jirí Novotný","Jan Hegar","Bretislav Žoch","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2010/2011",0,11,14,2,1
1465,135,"Frýdek-Místek","Koprivnice",37,25,2010-11-10,446,"Milan Hájek, Karel Macho","Jirí Kekrt","Petr Mazur","Libor Hrabal","Ivo Vávra","RegularPhaseMatch","2010/2011",0,20,9,1,3
1466,136,"Prerov","Jicín",29,27,2010-11-10,300,"Dalibor Pavlát, Petr Pešek","Miroslav Frank","Michal Kavka","Aleš Babák","Vladimír Bohácek","RegularPhaseMatch","2010/2011",0,13,13,5,3
1467,137,"Brno","Dukla",27,39,2010-11-10,410,"Václav Kohout, Petr Novák","Zdenek Missbach","Zdenek Zima","Pavel Pauza","Jan Krouský","RegularPhaseMatch","2010/2011",0,13,19,6,1
1468,138,"Plzen","Zubrí",23,24,2010-11-10,1000,"Jirí Opava, Pavel Válek","Vladimír Haber","Stanislav Raizl","Jirí Mika","Michal Balhárek","RegularPhaseMatch","2010/2011",0,12,14,3,3
1469,139,"Brno","Prerov",29,25,2010-10-31,408,"Petr Halada, Martin Zych","Zdenek Missbach","Zdenek Zima","Miroslav Frank","Michal Kavka","RegularPhaseMatch","2010/2011",1,16,12,3,7
1470,140,"Lovosice","Frýdek-Místek",32,26,2010-11-06,425,"Lubomír Kohout, Vladimír Vaník","Vojtech Srba","Pavel Haken","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2010/2011",0,15,10,1,2
1471,141,"Zubrí","Trebon",35,22,2010-11-06,500,"Pavel Novotný, Jirí Vetrovský","Jirí Mika","Michal Balhárek","Jan Pavlovský","Vladislav Jordák","RegularPhaseMatch","2010/2011",0,15,8,5,1
1472,142,"Koprivnice","Jicín",25,25,2010-11-06,200,"Václav Horácek, Jirí Novotný","Libor Hrabal","Ivo Vávra","Aleš Babák","Vladimír Bohácek","RegularPhaseMatch","2010/2011",0,13,14,4,3
1473,143,"Dukla","Plzen",24,23,2010-11-07,225,"Radoslav Kavulic, Libor Skružný","Pavel Pauza","Milan Kotrc","Vladimír Haber","Stanislav Raizl","RegularPhaseMatch","2010/2011",1,11,10,1,4
1474,144,"Karviná","Hranice",24,20,2010-11-07,836,"Marek Becicka, Jirí Horák","Jozef Hanták","Martin Kostelník","Jan Hegar","Bretislav Žoch","RegularPhaseMatch","2010/2011",0,12,10,0,2
1475,145,"Trebon","Dukla",22,35,2010-10-23,445,"Pavel Válek, Jirí Opava","Jan Pavlovský","Zdenek Kubík","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2010/2011",0,12,16,1,3
1476,146,"Brno","Plzen",28,45,2010-10-23,420,"Lukáš Frieser, Bedrich Frieser","Zdenek Missbach","Zdenek Zima","Vladimír Haber","Stanislav Raizl","RegularPhaseMatch","2010/2011",0,14,22,2,1
1477,147,"Zubrí","Hranice",33,29,2010-10-23,800,"Karel Macho, Milan Hájek","Jirí Mika","Aleš Korínek","Jan Hegar","Bretislav Žoch","RegularPhaseMatch","2010/2011",0,19,15,3,0
1478,148,"Jicín","Lovosice",28,33,2010-10-24,600,"Jirí Horák, Marek Becicka","Aleš Babák","Vladimír Bohácek","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2010/2011",1,16,14,0,2
1479,149,"Prerov","Koprivnice",25,30,2010-10-24,246,"Petr Novák, Václav Kohout","Miroslav Frank","Michal Kavka","Libor Hrabal","Ivo Vávra","RegularPhaseMatch","2010/2011",0,16,17,0,0
1480,150,"Frýdek-Místek","Karviná",25,26,2010-10-24,564,"Pavel Nesvadba, Vangelis Simu","Jirí Kekrt","Petr Mazur","Jozef Hanták","Roman Farár","RegularPhaseMatch","2010/2011",0,11,11,6,0
1481,151,"Lovosice","Koprivnice",33,24,2010-10-16,250,"Dalibor Pavlát, Petr Pešek","Vojtech Srba","Pavel Haken","Libor Hrabal","Ivo Vávra","RegularPhaseMatch","2010/2011",0,19,13,2,1
1482,152,"Brno","Trebon",35,29,2010-10-16,0,"Milan Hájek, Karel Macho","Zdenek Missbach","Zdenek Zima","Jan Pavlovský","Zdenek Kubík","RegularPhaseMatch","2010/2011",0,20,14,3,3
1483,153,"Zubrí","Frýdek-Místek",31,30,2010-10-16,750,"Marek Becicka, Jirí Horák","Jirí Mika","Aleš Korínek","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2010/2011",0,18,13,2,2
1484,154,"Dukla","Hranice",24,26,2010-10-17,110,"Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Jan Hegar","Bretislav Žoch","RegularPhaseMatch","2010/2011",1,12,14,4,2
1485,155,"Karviná","Jicín",24,24,2010-10-17,726,"Pavel Novotný, Jirí Vetrovský","Jozef Hanták","Roman Farár","Aleš Babák","Vladimír Bohácek","RegularPhaseMatch","2010/2011",0,17,14,0,3
1486,156,"Plzen","Prerov",40,25,2010-10-17,500,"Michal Hanák, Jan Kosmák","Vladimír Haber","Stanislav Raizl","Miroslav Frank","Michal Kavka","RegularPhaseMatch","2010/2011",0,19,12,2,2
1487,157,"Frýdek-Místek","Dukla",30,28,2010-10-13,242,"Jirí Novotný, Václav Horácek","Jirí Kekrt","Petr Mazur","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2010/2011",0,15,17,3,3
1488,158,"Jicín","Zubrí",27,19,2010-10-13,580,"Jirí Opava, Pavel Válek","Aleš Babák","Vladimír Bohácek","Jirí Mika","Michal Balhárek","RegularPhaseMatch","2010/2011",0,13,8,5,3
1489,159,"Koprivnice","Karviná",27,33,2010-10-13,200,"Marek Becicka, Jirí Horák","Libor Hrabal","Ivo Vávra","Jozef Hanták","Roman Farár","RegularPhaseMatch","2010/2011",0,11,18,2,1
1490,160,"Prerov","Lovosice",26,33,2010-10-13,148,"David Kondelka, Adam Kondelka","Miroslav Frank","Michal Kavka","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2010/2011",0,15,18,3,3
1491,161,"Trebon","Plzen",25,31,2010-10-13,360,"Dalibor Pavlát, Petr Pešek","Jan Pavlovský","Zdenek Kubík","Vladimír Haber","Stanislav Raizl","RegularPhaseMatch","2010/2011",0,13,11,3,0
1492,162,"Brno","Hranice",28,36,2010-10-13,243,"Vangelis Simu, Pavel Nesvadba","Zdenek Missbach","Zdenek Zima","Jan Hegar","Bretislav Žoch","RegularPhaseMatch","2010/2011",0,14,16,1,2
1493,163,"Dukla","Jicín",30,21,2010-10-06,128,"Karel Macho, Milan Hájek","Pavel Pauza","Milan Kotrc","Aleš Babák","Vladimír Bohácek","RegularPhaseMatch","2010/2011",0,16,7,1,2
1494,164,"Zubrí","Koprivnice",37,24,2010-10-06,500,"Michal Hanák, Jan Kosmák","Jirí Mika","Aleš Korínek","Libor Hrabal","Ivo Vávra","RegularPhaseMatch","2010/2011",0,20,9,5,2
1495,165,"Karviná","Lovosice",27,27,2010-10-09,600,"Pavel Nesvadba, Vangelis Simu","Jozef Hanták","Roman Farár","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2010/2011",1,16,15,2,2
1496,166,"Trebon","Prerov",26,25,2010-10-09,335,"Pavel Novotný, Jirí Vetrovský","Jan Pavlovský","Zdenek Kubík","Miroslav Frank","Michal Kavka","RegularPhaseMatch","2010/2011",0,14,11,2,1
1497,167,"Brno","Frýdek-Místek",35,33,2010-10-09,455,"Dalibor Pavlát, Petr Pešek","Zdenek Missbach","Zdenek Zima","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2010/2011",0,17,17,5,6
1498,168,"Plzen","Hranice",24,26,2010-10-09,650,"Libor Skružný, Radoslav Kavulic","Vladimír Haber","Stanislav Raizl","Jan Hegar","Bretislav Žoch","RegularPhaseMatch","2010/2011",0,13,12,1,1
1499,169,"Koprivnice","Dukla",20,33,2010-09-30,300,"Václav Horácek, Jirí Novotný","Libor Hrabal","Zdenek Kovalák","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2010/2011",0,8,15,0,1
1500,170,"Trebon","Hranice",23,23,2010-10-02,300,"Petr Halada, Martin Zych","Jan Pavlovský","Zdenek Kubík","Jan Hegar","Bretislav Žoch","RegularPhaseMatch","2010/2011",0,11,12,2,1
1501,171,"Prerov","Karviná",34,40,2010-10-03,282,"Radoslav Kavulic, Libor Skružný","Miroslav Frank","Richard Bucek","Jozef Hanták","Roman Farár","RegularPhaseMatch","2010/2011",1,17,24,2,2
1502,172,"Frýdek-Místek","Plzen",23,35,2010-10-03,272,"Jan Kosmák, Michal Hanák","Jirí Kekrt","Petr Mazur","Vladimír Haber","Stanislav Raizl","RegularPhaseMatch","2010/2011",0,10,17,4,1
1503,173,"Jicín","Brno",34,28,2010-10-03,550,"Adam Kondelka, David Kondelka","Aleš Babák","Vladimír Bohácek","Zdenek Missbach","Zdenek Zima","RegularPhaseMatch","2010/2011",0,17,12,2,1
