"Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Halftime.Score","Attendance","Seven.m.goals","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Phase"
"M.A.T. Plzen","Ronal Jicín",31,18,"9.11.2014","17 : 6","850","3 : 2","Michal Hanák, Luboš Pavlícek","Martin Šetlík","Stanislav Raizl","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Baník OKD Karviná","Dukla Praha",33,35,"9.11.2014","17 : 18","750","4 : 2","Lukáš Frieser, Dalibor Pavlát","Marek Michalisko","Radek Gumolka","Jirí Kotrc","Jan Josef","RegularPhaseMatch"
"SKP Frýdek-Místek","Cement Hranice",33,17,"5.11.2014","20 : 8","483","4 : 0","Jirí Králícek, Milan Letev","Aleš Chrastina","Petr Mazur","Libor Hrabal","Martin Schober","RegularPhaseMatch"
"A.S.A. Lovosice","M.A.T. Plzen",31,27,"5.11.2014","13 : 13","675","5 : 3","Ludek Tocík, Martin Zych","Vladimír Šuma","Pavel Haken","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Sokol Prerov","Tatran Litovel",25,35,"5.11.2014","9 : 19","183","2 : 3","Tomáš Bubenícek, Jan Kosmák","","Richard Bucek","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch"
"Dukla Praha","Ronal Jicín",26,19,"5.11.2014","14 : 7","210","0 : 1","Radoslav Kavulic, Libor Skružný","Jirí Kotrc","Jan Josef","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"KP Brno","Gumárny Zubrí",28,27,"5.11.2014","14 : 15","480","6 : 6","Jirí Opava, Pavel Válek","Andrej Titkov","Jan Pokorný","Jirí Kekrt","Ivo Tovaryš","RegularPhaseMatch"
"HC Zlín","Baník OKD Karviná",24,33,"12.11.2014","13 : 15","350","1 : 3","Václav Horácek, Jirí Novotný","Jirí Micola","Petr Novák","Marek Michalisko","Radek Gumolka","RegularPhaseMatch"
"A.S.A. Lovosice","Cement Hranice",28,28,"24.10.2014","17 : 13","250","2 : 1","Radoslav Kavulic, Libor Skružný","Vladimír Šuma","Pavel Haken","Libor Hrabal","Martin Schober","RegularPhaseMatch"
"Tatran Litovel","SKP Frýdek-Místek",25,32,"25.10.2014","9 : 14","446","2 : 5","Tomáš Bubenícek, Jan Kosmák","Lubomír Krejcír","Jirí Macek","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Ronal Jicín","HC Zlín",19,18,"25.10.2014","10 : 9","540","3 : 3","Milan Hájek, Karel Macho","Aleš Babák","Petr Kyncl","Jirí Micola","Petr Novák","RegularPhaseMatch"
"Gumárny Zubrí","Sokol Prerov",43,26,"25.10.2014","21 : 12","900","2 : 0","Bohumil Bruna, Petr Halada","Jirí Kekrt","Ivo Tovaryš","","Richard Bucek","RegularPhaseMatch"
"M.A.T. Plzen","Dukla Praha",30,22,"26.10.2014","15 : 13","1160","0 : 2","Jirí Opava, Pavel Válek","","","","","RegularPhaseMatch"
"Baník OKD Karviná","KP Brno",31,28,"26.10.2014","17 : 14","670","0 : 2","Marek Becicka, Jirí Horák","Marek Michalisko","Radek Gumolka","Andrej Titkov","Gabriela Topinková","RegularPhaseMatch"
"Cement Hranice","M.A.T. Plzen",16,23,"15.10.2014","9 : 12","195","2 : 1","Václav Horácek, Jirí Novotný","Libor Hrabal","Martin Schober","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"A.S.A. Lovosice","Tatran Litovel",23,24,"18.10.2014","13 : 17","250","5 : 2","Milan Hájek, Karel Macho","Vladimír Šuma","Pavel Haken","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch"
"KP Brno","Ronal Jicín",30,24,"18.10.2014","18 : 14","321","5 : 3","Lukáš Frieser, Dalibor Pavlát","Andrej Titkov","Jan Pokorný","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"SKP Frýdek-Místek","Gumárny Zubrí",27,31,"19.10.2014","12 : 18","518","4 : 5","Michal Hanák, Luboš Pavlícek","Aleš Chrastina","Petr Mazur","Jirí Kekrt","Ivo Tovaryš","RegularPhaseMatch"
"Sokol Prerov","Baník OKD Karviná",26,33,"19.10.2014","12 : 13","73","0 : 1","Tomáš Bubenícek, Jan Kosmák","Kamil Zemánek","Richard Bucek","Marek Michalisko","Roman Farár","RegularPhaseMatch"
"HC Zlín","Dukla Praha",20,31,"19.10.2014","10 : 14","850","4 : 4","Michal Nezbeda, Václav Zelenka","Jirí Micola","Petr Novák","Jirí Kotrc","Jan Josef","RegularPhaseMatch"
"M.A.T. Plzen","HC Zlín",35,20,"7.10.2014","18 : 8","400","4 : 2","Ludek Tocík, Martin Zych","Martin Šetlík","Stanislav Raizl","Jirí Micola","Petr Novák","RegularPhaseMatch"
"Baník OKD Karviná","SKP Frýdek-Místek",28,27,"9.10.2014","15 : 16","560","3 : 4","Jirí Králícek, Milan Letev","Marek Michalisko","Radek Gumolka","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Dukla Praha","KP Brno",28,29,"11.10.2014","14 : 12","165","2 : 7","Jirí Opava, Pavel Válek","Jirí Kotrc","Jan Josef","Andrej Titkov","Jan Pokorný","RegularPhaseMatch"
"Tatran Litovel","Cement Hranice",23,29,"11.10.2014","12 : 14","545","3 : 5","Michal Nezbeda, Václav Zelenka","Lubomír Krejcír","Jirí Macek","Libor Hrabal","Martin Schober","RegularPhaseMatch"
"Ronal Jicín","Sokol Prerov",30,15,"11.10.2014","13 : 5","540","3 : 3","Bohumil Bruna, Petr Halada","Aleš Babák","Petr Kyncl","Kamil Zemánek","Richard Bucek","RegularPhaseMatch"
"Gumárny Zubrí","A.S.A. Lovosice",36,21,"11.10.2014","22 : 11","900","3 : 1","Marek Becicka, Jirí Horák","Jirí Kekrt","Ivo Tovaryš","Vladimír Šuma","Pavel Haken","RegularPhaseMatch"
"KP Brno","HC Zlín",27,26,"4.10.2014","16 : 14","210","4 : 3","Milan Hájek, Karel Macho","Andrej Titkov","Jan Pokorný","Jirí Micola","Petr Novák","RegularPhaseMatch"
"Tatran Litovel","M.A.T. Plzen",19,25,"4.10.2014","9 : 12","498","1 : 2","Lukáš Frieser, Dalibor Pavlát","Lubomír Krejcír","Jirí Macek","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"A.S.A. Lovosice","Baník OKD Karviná",35,33,"5.10.2014","18 : 17","300","2 : 1","Michal Nezbeda, Václav Zelenka","Vladimír Šuma","Pavel Haken","Marek Michalisko","Petr Raszyk","RegularPhaseMatch"
"Sokol Prerov","Dukla Praha",25,29,"5.10.2014","12 : 15","73","3 : 3","Jirí Králícek, Milan Letev","Kamil Zemánek","Richard Bucek","Jirí Kotrc","Jakub Sviták","RegularPhaseMatch"
"Cement Hranice","Gumárny Zubrí",27,35,"5.10.2014","10 : 18","440","2 : 1","Václav Horácek, Jirí Novotný","Libor Hrabal","Martin Schober","Jirí Kekrt","Ivo Tovaryš","RegularPhaseMatch"
"SKP Frýdek-Místek","Ronal Jicín",23,17,"5.10.2014","11 : 10","492","2 : 2","Ludek Tocík, Martin Zych","Aleš Chrastina","Petr Mazur","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Dukla Praha","SKP Frýdek-Místek",20,20,"27.9.2014","11 : 9","145","3 : 2","Radoslav Kavulic, Libor Skružný","Jirí Kotrc","Jan Josef","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Ronal Jicín","A.S.A. Lovosice",19,18,"27.9.2014","7 : 11","500","1 : 3","Jirí Opava, Pavel Válek","Aleš Babák","Petr Kyncl","Vladimír Šuma","Pavel Haken","RegularPhaseMatch"
"Gumárny Zubrí","Tatran Litovel",35,20,"27.9.2014","16 : 8","850","1 : 2","Michal Hanák, Luboš Pavlícek","Jirí Kekrt","Ivo Tovaryš","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch"
"Baník OKD Karviná","Cement Hranice",31,29,"27.9.2014","17 : 16","610","4 : 0","Ludek Tocík, Martin Zych","Marek Michalisko","Radek Gumolka","Libor Hrabal","Martin Schober","RegularPhaseMatch"
"M.A.T. Plzen","KP Brno",23,20,"28.9.2014","12 : 10","510","1 : 4","Bohumil Bruna, Petr Halada","Martin Šetlík","Stanislav Raizl","Andrej Titkov","Zdenek Zima","RegularPhaseMatch"
"HC Zlín","Sokol Prerov",39,22,"28.9.2014","20 : 10","200","1 : 3","Marek Becicka, Jirí Horák","Jirí Micola","Petr Novák","Kamil Zemánek","Richard Bucek","RegularPhaseMatch"
"A.S.A. Lovosice","Dukla Praha",27,28,"20.9.2014","15 : 11","500","2 : 2","Václav Horácek, Jirí Novotný","Vladimír Šuma","Pavel Haken","Jirí Kotrc","Tomáš Petržala","RegularPhaseMatch"
"Tatran Litovel","Baník OKD Karviná",27,27,"20.9.2014","14 : 15","376","1 : 3","Jirí Králícek, Milan Letev","Lubomír Krejcír","Jirí Macek","Marek Michalisko","Radek Gumolka","RegularPhaseMatch"
"Gumárny Zubrí","M.A.T. Plzen",23,18,"20.9.2014","11 : 6","700","5 : 1","Marek Becicka, Jirí Horák","Jirí Kekrt","Ivo Tovaryš","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Sokol Prerov","KP Brno",19,39,"21.9.2014","10 : 16","93","2 : 3","Michal Hanák, Luboš Pavlícek","Kamil Zemánek","Richard Bucek","Andrej Titkov","Gabriela Topinková","RegularPhaseMatch"
"Cement Hranice","Ronal Jicín",23,22,"21.9.2014","11 : 12","205","3 : 1","Jirí Králícek, Milan Letev","Libor Hrabal","Martin Schober","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"SKP Frýdek-Místek","HC Zlín",30,27,"21.9.2014","18 : 13","483","4 : 5","Jirí Opava, ","Aleš Chrastina","Petr Mazur","Jirí Micola","Petr Novák","RegularPhaseMatch"
"KP Brno","SKP Frýdek-Místek",27,23,"11.9.2014","13 : 13","250","2 : 5","Marek Becicka, Jirí Horák","Andrej Titkov","Zdenek Zima","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Dukla Praha","Cement Hranice",23,23,"13.9.2014","14 : 13","240","1 : 1","Milan Hájek, Karel Macho","Jirí Kotrc","Tomáš Petržala","Libor Hrabal","Martin Schober","RegularPhaseMatch"
"M.A.T. Plzen","Sokol Prerov",32,15,"14.9.2014","13 : 11","420","2 : 3","Jirí Opava, ","Martin Šetlík","Stanislav Raizl","Kamil Zemánek","Richard Bucek","RegularPhaseMatch"
"Baník OKD Karviná","Gumárny Zubrí",33,27,"14.9.2014","15 : 14","750","3 : 0","Lukáš Frieser, Dalibor Pavlát","Marek Michalisko","Radek Gumolka","Jirí Kekrt","Ivo Tovaryš","RegularPhaseMatch"
"HC Zlín","A.S.A. Lovosice",28,29,"14.9.2014","12 : 15","350","1 : 3","Michal Hanák, Luboš Pavlícek","Jirí Micola","Petr Novák","Vladimír Šuma","Pavel Haken","RegularPhaseMatch"
"Ronal Jicín","Tatran Litovel",20,18,"14.9.2014","11 : 8","610","3 : 0","Bohumil Bruna, Petr Halada","Aleš Babák","Petr Kyncl","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch"
"Baník OKD Karviná","M.A.T. Plzen",32,34,"3.9.2014","19 : 13","690","2 : 1","Václav Horácek, Jirí Novotný","Marek Michalisko","Radek Gumolka","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"SKP Frýdek-Místek","Sokol Prerov",37,26,"6.9.2014","19 : 12","432","1 : 4","Michal Nezbeda, Václav Zelenka","Aleš Chrastina","Petr Mazur","Kamil Zemánek","Richard Bucek","RegularPhaseMatch"
"A.S.A. Lovosice","KP Brno",27,26,"6.9.2014","15 : 9","650","0 : 2","Ludek Tocík, Martin Zych","Vladimír Šuma","Pavel Haken","Andrej Titkov","Zdenek Zima","RegularPhaseMatch"
"Gumárny Zubrí","Ronal Jicín",24,22,"6.9.2014","14 : 11","800","3 : 1","Michal Hanák, Luboš Pavlícek","Jirí Kekrt","Ivo Tovaryš","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Cement Hranice","HC Zlín",25,20,"7.9.2014","12 : 9","215","2 : 1","Marek Becicka, Jirí Horák","Libor Hrabal","Martin Potiška","Jirí Micola","Petr Novák","RegularPhaseMatch"
"Tatran Litovel","Dukla Praha",22,23,"7.9.2014","10 : 15","470","3 : 4","Michal Nezbeda, Václav Zelenka","Lubomír Krejcír","Jirí Macek","","Tomáš Petržala","RegularPhaseMatch"
