"Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Halftime.Score","Attendance","Seven.m.goals","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Phase"
"Lovosice","KP Brno",32,26,"9.11.2012","12 : 14","700","2 : 2","Tomáš Kozler, Vladimír Vaník","Vladimír Šuma","Pavel Haken","Jan Hegar","Filip Hruza","RegularPhaseMatch"
"Hranice","Lovosice",29,26,"5.10.2012","14 : 12","235","1 : 1","Jirí Vetrovský, Martin Zych","Libor Hrabal","Martin Potiška","Vojtech Srba","Pavel Haken","RegularPhaseMatch"
"Karviná","KP Brno",29,29,"6.10.2012","14 : 12","348","1 : 3","Pavel Novotný, Petr Samek","Ludvík Mrkva","Martin Kostelník","Jan Hegar","Zdenek Zima","RegularPhaseMatch"
"Plzen","Koprivnice",37,25,"6.10.2012","16 : 15","510","0 : 5","Radoslav Kavulic, Ludek Tocík","Martin Šetlík","Milan Šedivec","","Ivo Vávra","RegularPhaseMatch"
"Jicín","Zubrí",29,20,"7.10.2012","13 : 7","620","4 : 4","Václav Horácek, Jirí Novotný","Aleš Babák","Petr Kyncl","Jirí Micola","Michal Balhárek","RegularPhaseMatch"
"Prerov","Dukla",23,33,"7.10.2012","15 : 19","201","2 : 2","Luboš Pavlícek, Rostislav Tokoš","Jirí Závodník","Jirí Mužík","Pavel Pauza","Milan Kotrc","RegularPhaseMatch"
"Koprivnice","Frýdek-Místek",33,30,"27.9.2012","18 : 13","460","2 : 6","Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Dukla","Plzen",27,24,"28.9.2012","13 : 12","180","3 : 0","Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"KP Brno","Prerov",36,19,"29.9.2012","19 : 11","505","2 : 2","Tomáš Kozler, Vladimír Vaník","Jan Hegar","Lukáš Kribík","Jirí Závodník","Jirí Mužík","RegularPhaseMatch"
"Zubrí","Hranice",34,29,"29.9.2012","18 : 13","800","5 : 1","Michal Hanák, Petr Novák","Jirí Micola","Michal Balhárek","Libor Hrabal","Martin Potiška","RegularPhaseMatch"
"Lovosice","Karviná",23,19,"30.9.2012","10 : 8","485","1 : 0","Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Ludvík Mrkva","Martin Kostelník","RegularPhaseMatch"
"Koprivnice","Jicín",22,23,"22.9.2012","9 : 9","300","4 : 5","Adam Kondelka, David Kondelka","Miroslav Barton","Ivo Vávra","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Plzen","KP Brno",25,32,"22.9.2012","13 : 14","470","3 : 6","Jirí Vetrovský, Martin Zych","Martin Šetlík","Stanislav Raizl","Jan Hegar","Tadeáš Zima","RegularPhaseMatch"
"Zubrí","Lovosice",24,27,"23.9.2012","11 : 11","600","3 : 4","Michal Hanák, Petr Novák","Jirí Micola","Michal Balhárek","Vojtech Srba","Pavel Haken","RegularPhaseMatch"
"Prerov","Karviná",25,31,"23.9.2012","14 : 15","239","2 : 0","Adam Kondelka, David Kondelka","Jirí Závodník","Jirí Mužík","Ludvík Mrkva","Martin Kostelník","RegularPhaseMatch"
"Frýdek-Místek","Dukla",27,31,"23.9.2012","14 : 15","485","4 : 2","Tomáš Kozler, Vladimír Vaník","Aleš Chrastina","Petr Mazur","Pavel Pauza","Milan Kotrc","RegularPhaseMatch"
"Lovosice","Prerov",33,21,"11.9.2012","15 : 15","350","1 : 3","Jirí Opava, Pavel Válek","Vojtech Srba","Pavel Haken","Jirí Závodník","Richard Bucek","RegularPhaseMatch"
"Karviná","Plzen",26,29,"15.9.2012","15 : 14","520","3 : 3","Marek Becicka, Jirí Horák","Ludvík Mrkva","Martin Kostelník","Martin Šetlík","Milan Šedivec","RegularPhaseMatch"
"Koprivnice","Hranice",29,33,"15.9.2012","16 : 16","450","1 : 5","Luboš Pavlícek, Rostislav Tokoš","Miroslav Barton","Ivo Vávra","Libor Hrabal","Martin Potiška","RegularPhaseMatch"
"Dukla","Jicín",22,23,"16.9.2012","11 : 11","110","3 : 1","Michal Hanák, Petr Novák","Pavel Pauza","Milan Kotrc","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"KP Brno","Frýdek-Místek",36,29,"16.9.2012","20 : 18","352","2 : 3","Pavel Novotný, Petr Samek","Jan Hegar","Filip Hruza","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Jicín","KP Brno",23,23,"8.9.2012","10 : 8","490","1 : 3","Radoslav Kavulic, Libor Skružný","Aleš Babák","Petr Kyncl","Jan Hegar","Filip Hruza","RegularPhaseMatch"
"Plzen","Prerov",29,21,"8.9.2012","12 : 10","200","4 : 3","Michal Hanák, Petr Novák","Martin Šetlík","Milan Šedivec","Jirí Závodník","Jirí Mužík","RegularPhaseMatch"
"Hranice","Dukla",30,29,"9.9.2012","12 : 14","245","6 : 4","Bohumil Bruna, René Vostatek","Libor Hrabal","Martin Potiška","Pavel Pauza","Milan Kotrc","RegularPhaseMatch"
"Frýdek-Místek","Karviná",31,32,"9.9.2012","16 : 16","525","4 : 1",", Milan Letev","Aleš Chrastina","Petr Mazur","Ludvík Mrkva","Roman Farár","RegularPhaseMatch"
"Zubrí","Koprivnice",29,22,"9.9.2012","11 : 9","500","2 : 1","Tomáš Bubenícek, Jan Kosmák","Jirí Micola","Michal Balhárek","Miroslav Barton","Ivo Vávra","RegularPhaseMatch"
